,,Label,Tweet
7.85225E+17,?????,negative,RT @tahaalyassin1: ???????:?#??_???????? ???? ??????? ?#?????? ?? ?????? ???? ??? ????? ???????.@AlArabiya  https://t.co/PNHusZvrv2
7.85225E+17,?????,negative,"RT @IranObs_ar: #??????_????????#??????? | ????? ?????? ??? ????????? ???????? ???? ?? ????????????? ????""https://t.co/ZOIgTk0Qws"""
7.85225E+17,?????,negative,"RT @IranObs_ar: #??????_????????#??????? | ??????? ????: ??????? ????? ??????? ????? ?????????? ????""https://t.co/Txd0lgVSn7"""
7.85225E+17,?????,negative,"RT @IranObs_ar: #??????_????????#????_?????? | ????????? ???? ???? ????? ????? ???? ?????????????? ????""https://t.co/sViVpQfMJo"""
7.85226E+17,?????,negative,?????: ?????????? ?????????? ???????? ?? «???? ????» https://t.co/cxbUzqFJrV https://t.co/HuKeaGbAD2
7.85227E+17,?????,negative,RT @TheBaghdadPost: #????_?????????: ?????? #????? ?????? ?? #????? ? #?????? ? #????? ????? ???? ???https://t.co/f8ZNBcDWau#?????_???? h…
7.85232E+17,?????,negative,"RT @IranObs_ar: #??????_????????#??????? | ????? ???? ??????? ????? ????? ?? ?????????? ????""https://t.co/APW8mJWvzg"""
7.85233E+17,?????,negative,???????: ??? ?????? ???? ???? ?????? ?????: ??? - ??????: ??? ???? ???????? ???????? ????? ???? ?? ???? ?? ?... https://t.co/Tyd755MBMP
7.85235E+17,?????,negative,RT @malarab1: ?????? ?? ????? ?????? ????? ?????? ???? ??????? https://t.co/c7eaWgx24Y via @AlArabiya
7.85235E+17,?????,negative,RT @jwadallil: ?????: ??????_?????_???_???_????? ???? ????? ??? ????.???? ????? https://t.co/lUdavL5Qjn! https://t.co/xDyogMPBvk https://t.…
7.85247E+17,?????,positive,????? ??????? ?? ?? ????? ?????? ????? ??? ?????? ?????? - #??????? https://t.co/PaBQyn82iv
7.85247E+17,?????,negative,RT @confront2012: #1988Massacre ????? ??????? ????????? ?? #????? ??? 1988 ?? ????? ?? ?????????... https://t.co/tWbI5bW6s5
7.85249E+17,?????,negative,????? ??????? ??????????.. ?????? ???????? https://t.co/mbftQHLycC
7.85249E+17,?????,negative,RT @DasmanNewsCom: ????? | ????? ???? ?????? ???????? ??? ?????? ?? ????? - https://t.co/AKXsTpQ1Pg
7.85255E+17,?????,negative,RT @TheBaghdadPost: #?????_???? #????? #?????#????_????_??: ????? ???? #????? ?????????? ?? ????? ???????https://t.co/4LPc0LwMIK https://…
7.85256E+17,?????,negative,????? ????? ?????? ??? ???? ???????? ?????? ???? ??? ????? -... https://t.co/Nnq6S5hANk
7.85259E+17,?????,negative,RT @alaahmad20: ???? ?? ????? ????? ?????? ??????? ??????? ?? ???? ????? ????? - ???????#??????? #???????? @abo_asseel @spagov  https:/…
7.85268E+17,?????,negative,RT @TheBaghdadPost: ?????..?????? ??? ???? #????? ???????? ?? #???????..????? ???? ?????? ????!#?????_????https://t.co/iI5oO1Sa5j https:/…
7.85269E+17,?????,negative,"RT @TheBaghdadPost: ?????..????? ????: ????? ??????? ???? #????? ? #????? ? #???? ??????????""#?????_???? #?????https://t.co/LSSbp6R5JS h…"""
7.85949E+17,?????,negative,"RT @TustarNet: ????? ???? ???? ??????? ? ?????? ?? ??? ???????? ???? ????? -... https://t.co/zZAxt7ILbF"
7.8595E+17,?????,negative,?????? ?????? ?? #????? ???? ???? https://t.co/7SnlKL6Wx9
7.8595E+17,?????,negative,RT @rahimmoheby: #?????..????? #????? ?????? ????? ?? ??????? ?? ???? #?????? ?????? ???? ?????.#?????_?????? https://t.co/4tbEcSjXXi https…
7.85951E+17,?????,negative,RT @rahimmoheby: #????????_???????: #????? ? #????? ????? ??????.#?????_?????? #?????? https://t.co/ek3jPuFzq1 https://t.co/F6veRbtS69
7.85951E+17,?????,negative,RT @rahimmoheby: #????? ???? ?????? ???????? ??? ?????? ?? #?????.#????????_????????? #?????_?????? #?????? https://t.co/gIUnmMwhS1 https:/…
7.85951E+17,?????,negative,RT @rahimmoheby: #?????.. ?????? ?????? ?? ??? #????? ?? ??????? ???????. #???????? #????? https://t.co/ec8MZJCFIS  https://t.co/fMZ5onERLk
7.85951E+17,?????,negative,RT @rahimmoheby: ??????? #????_???? ? #????_??????? ?? #????? ??? ????? ? ?????. #?????_?????? #?????? https://t.co/3lQ0YB1on1 https://t.co…
7.85951E+17,?????,negative,RT @rahimmoheby: #?????.. ?????? ???????? ?? ??????? ????? ????????.#?????????? https://t.co/17nb5nBL2g  https://t.co/wsQuZC0soW
7.85951E+17,?????,negative,RT @rahimmoheby: ???? ???:?? ?????? ???? ?? #?????.#??????_?????? #??????? #????_??????? #?????_?????? https://t.co/bx335vwSwk https://t.co…
7.85951E+17,?????,negative,RT @TheBaghdadPost: ????? ???????? ???? ?? ??? #????? «??????» ??????? ??? #?????? ? #????? ?? ?? ????#?????_???? #??????https://t.co/ZKz…
7.85952E+17,?????,negative,??? ??? ?????? ?? ?????               ????? ?? ?????? ????????????? ??? ????? ?????    ?????? ???? ?? ??? ??????? ??????? ?? ??????? ???
7.85954E+17,?????,negative,RT @TheBaghdadPost: #????_????: #????? ???? ???? ?????? ???? ??????? ???? ??? ?????#?????_???? #?????? #?????https://t.co/ig5lEzB3qx@anw…
7.85955E+17,?????,negative,RT @Naawafstv: ????? ??????? ??????????.. ?????? ????????aawsat_News https://t.co/VloV6gfIqF
7.85956E+17,?????,positive,?????? ????? ?????? ????????? ??????? ?? ?????https://t.co/obzgwu3ybE?????? ??????https://t.co/ZaLKD27rzV
7.85957E+17,?????,negative,"RT @IranObs_ar: #??????_????????#????_?????? | ????? ???? 506 ??????? ???? ????? ??????????? ????""https://t.co/XbLt2F7Qio"""
7.85957E+17,?????,negative,"RT @IranObs_ar: #??????_????????#????_?????? | ????? 5200 ??? ?????? ??????? ?? ?????????? ????""https://t.co/vETYBndix9"""
7.85959E+17,?????,negative,????????? ???????? ??????? ??????? ????? ?????? #?????  https://t.co/nDBYprJgvN via @AlArabiya #1988Massacre https://t.co/pUEa72P6iC
7.85964E+17,?????,negative,RT @dochijazi: ????? ???? ??? ?????? ????????? ?????????? ?? ?????? ????? ?????? ????? ????? ???????https://t.co/3MgnHEnQBP
7.85968E+17,?????,negative,"??? ???? ???? ?????? ????? ??? ??????? ?? ???? ??? ???????? ????? ????????? ??? ?????? ????? ??? ???????? ???? ????? ???? ?? ??? ??????."
7.85971E+17,?????,negative,????? ????? ???????? ???????? ?? ???????? - ??????? https://t.co/DzacSGjbuA#?????? ?????? #??????? #???? #????? #?????? #??????? #?????????
7.85972E+17,?????,negative,"RT @TheBaghdadPost: #?????_????60 ????? ??????????"": ????? ????? #????? ??? 1988 ????? ???? ????? ?????? ??? ???????https://t.co/gRahSAb…"""
7.85975E+17,?????,negative,RT @Ka_dahimi: #????? ?????? #??????????? ?? ??????? #??????? https://t.co/LwszhRWTl8 via @AlBawabaEnglish
7.85977E+17,?????,negative,???????: ????? ??? ???? ??????? ?? ????? ??????? ?????? https://t.co/ogUX3L4U2R #????? #Yemen
7.85983E+17,?????,negative,RT @Alhasban2012: ???? ??? ????? https://t.co/mFTbx2Oa3m????? ?? ??????? ?? ????? ???? ?????
7.85987E+17,?????,negative,RT @TheBaghdadPost: #????_???? ???? ??? #????? ?????? ????? ??????? ???? ?? #?????? ??? ??? ?? ???#?????_????https://t.co/lzFmnlxgos@anw…
7.85629E+17,???????,negative,@ibrahim_ghassan ??????? ??????? ??? ?? ??? ?????? ?? ??? ?? ?????? ??????? ???? ????? ??? ???? ??? ??????? ?? ?????? ??? ?????? ???????
7.85629E+17,???????,positive,"RT @TRTalarabiya: ????| #?????: ?????? ??? ????? ????? ????? ??????? ?????? ??? ?????? ???? ?????? ??????? ?????? ????? ??? ??? ???? ??????…"
7.85629E+17,???????,negative,RT @yase10_elmasre1: @n777n1111n777n @alrotayyan ?? ???? ???? ?????? ??? ??????? ??????? ?????? ??? ??? ?? ???? ???????? ???? ?????? ??????…
7.85629E+17,???????,positive,RT @s__alfarraj: ??????? ??? ??? ?????? ???????????? ?????? ??? ????? ??????? ???????? ???? ?? ?? ??? ??????? https://t.co/4h4zZgmhr6
7.85629E+17,???????,negative,"RT @A_Alhalaqi: ?? ??? ?? ??????? ????? ?? ????? ????? ????? ?????? ?????? ??????? ???? ?? ????? ???? ?????? ??? ??? ?????? ?? ???? ??."
7.85629E+17,???????,negative,RT @yase10_elmasre1: @bentelsoltan ????? ???? ???? ?????? ???  ??????? ???????
7.85629E+17,???????,negative,RT @zzyzoom: ??? ????? ?????? ????? ?????? ?????? ?? ???????#????? ????? ??? ????????? #????_????????? ??? !?? ???? !?? ????? ! https:…
7.8563E+17,???????,negative,RT @ahmd1212s45hq: ?? ????? ?? ??? ???? ??? ??? ??????? ??? ???? ???? ????? ??? https://t.co/W1r632Al4I
7.8563E+17,???????,negative,@kathe_kathe5177 @ShlamiSh_123 ??? ???? ???????? ?????? ??? ??? ???? ???? ??? ???? ??? ??? ?????? ??????  ???? ????? ??? ????? ???? ???????
7.8563E+17,???????,positive,"@wesaan958 ?????? ????? ???? ???? ???????? ?????? ?? ??????? ????"
7.8563E+17,???????,negative,RT @PEP_144: #???????_?????? ???? ??? ???????? ?? ??????? ?????? #??_?????•?? ?? ???? ???????? ???? ???? ??????????? ?????? ! https://t…
7.8563E+17,???????,negative,"??? ?????? ???? ???? ??? ??? ?? ????? ??????? ? ?? ??? ?????? ???? ???? ???? ??????? ?? ??????? ?? ????? ??????? ."
7.8563E+17,???????,positive,RT @ttkw_: ???? ????: ??? ??? ???????? ?????? ??? ??????? .. ?????? ?? ??? . https://t.co/6eeAhawxvW https://t.co/vqCnhDY4Kc
7.8563E+17,???????,negative,@faisal_al3oni @7adethA @DrDimashqiah ?????? ??? ??? ??????? ?? ?? ????? ?????? ???? ??????? ??????? ???? ???? ???? ????
7.8563E+17,???????,negative,RT @BahaHkeme: ??????? #?????? ?? ?? ???? ???? #???????_???????? ? #??????? ??????? ?????? #?????? ??? ??? ?? ???? #?????? ????????? ??? #…
7.8563E+17,???????,negative,RT @yavuzacar2: #??????? ???? ?? ??????? ???? ???? ??????????? ??????? ?? ????? ?????? ?????? ?????? ??? ????? ?????? ?? ??? ??? ???? ?????…
7.8563E+17,???????,negative,RT @anwaralx2: #????_???_????????_?????_????????? ???????? ??????? ???? ???? ???????????? ? ????? ???? ????? ???? ?? ??????? ???? ??????…
7.8563E+17,???????,positive,@msgogoksa @AbduIrahmanSaud ??????? ????? ???? ??? ???? ??? ????? ???? ???? ?? ????? ???????? ??..
7.8563E+17,???????,negative,RT @rabaaaa18: ??????? #??????? ??? ???? ??? ???? ??? ?????? ???? ???? ????? ?? ????? ????? ???????? ????????? ?? ?????? ???? ?? ??? ?????…
7.8563E+17,???????,negative,"??? ?????????? ????????? ?? ?? ????? ??????? ??? ?? ??????? ???? ?? ????? ??? ??? ???????? ?? ??? ? ????? ???? ??? ?????? ."
7.85631E+17,???????,negative,"RT @AhramArabi: https://t.co/5ealM5zo79  ??? ???? ???? ????????? ??????"" (1): ?????? ???????? ?????? ??????.. ?????? ?????? ??? ?????? ??…"""
7.85631E+17,???????,negative,"RT @AhramArabi: https://t.co/2CQLIsQkQm??? ???? ???? ????????? ??????"" (3): ??????? ??? ??????? ?????? ?????.. ?????????? ??? ?????? #???…"""
7.85631E+17,???????,positive,"RT @amhfarraj: ?????????? ???? ??? ????? #??_????? ? ?????? # ??????? ?? ????? ? ???????? #?????_?????? ????? ?????? ????? ????? ?? #??? ?? h…"
7.85631E+17,???????,negative,RT @yase10_elmasre1: ?????? #????????? ???? ??? ??????? ????? ? #??? ????? #???????? ? #???????? ?????? #??????? ?????? ?? ????? ?????? ??????…
7.85631E+17,???????,positive,?????? ???????: ??? ?????? ?? ???? ?????? . https://t.co/8duD45sQlw https://t.co/e5wUcrLIs7
7.85631E+17,???????,negative,RT @_emadmadrid: ??????? ??????? ?? ????? ??? ?????? ?????? ?? ??? ????? ???? ?????? ?????? ??????? ???? ??? ??? ????? ????? ?? ????? #????…
7.85992E+17,???????,negative,RT @akklaph: ???? ????????? ??????? ???? ?? ??????? ???? ???? ??????? ??????https://t.co/uWkk1uCi7Y
7.85992E+17,???????,negative,RT @aelmaadidi: ???? ???? ?????? ??? ??? ????? ??????? ??????? ????? ???? ??? ????? ????? ??? ????? ?????? ??? ????? ????? ????? ?????. htt…
7.85992E+17,???????,negative,RT @zozoiraqoan: ???? ??? ??? ????: #??????? ??? ????   #erdogan_is_isis https://t.co/Gk3QKUhLv2
7.85992E+17,???????,negative,RT @mardanelias: #erdogan_is_isis????? ????? ??????? ?? ????? ?????? ???????? ??? ?????? ?????.?????? ?????? ?????????? ?? ???????? ???? ?…
7.85992E+17,???????,negative,???? ?????? ?????? ... #???????_????_?????#???????_????_??????....
7.85992E+17,???????,negative,RT @M_R_Z_EHS: #??????????? ?? #??????? : ???? ???? ?? ?????? ????? ???? ?????? ???? ?????????..???? ??????????????#???????_????_????? #e…
7.85992E+17,???????,negative,RT @alhashd_Media: ?????????????????? ???????? ??? ??? ??????? #erdogan_is_isis #???_????? #??????? #????_??????_YaHussein #???????_????_???…
7.85992E+17,???????,positive,@fahadmdgam @AhmedGomaaaa ????? ??? ??? ??????? ??? ????? ???? ???????? ?30 ????? ?????https://t.co/aLmYihN3Qg @YouTube
7.85992E+17,???????,negative,RT @amer_alkubaisi: ????? ???? ??????? ?????? https://t.co/3Hy3irzXN0
7.85992E+17,???????,positive,RT @moonnor27: ???? ???? #??????????????????????? #???? ??????? ? #???? ??????? ?????  ??? ???? ???? ???????? ??? ??? ???? ??? ??? ???…
7.85992E+17,???????,negative,??????? ????? ????????... ? «????» - ??? ?????? https://t.co/JuT3tcwZOd #????? https://t.co/0jIgkIcuMD
7.85992E+17,???????,negative,"RT @Dr_Magid1987: ???? ???????? ???? ??????? ?????? ???????? ????? ???????? ?????!!???????? ????? ????? ?? ?????? ???????? ?????? ???? ??…"""
7.85992E+17,???????,negative,RT @HayderAmirali: #erdogan_is_isis #???????  ?????? ?????????? ???? ?????? ?? ???#?????_?????? ??????? ?? ???? ???? ???????. https://t…
7.85992E+17,???????,negative,"RT @sarafahmmy: ??????? ???? ???? ????? ?????? ??????? ???? ???? ????? ?????? ??? ???? ??? ????? ?????? ??? ??????  ????? ?? ?????? ??????…"
7.85993E+17,???????,negative,RT @alhurrafreehour: ??????? ???????? ??????? ?????? ????????: ???? #??????? ???? ????? ?????? ???????????? https://t.co/ixqd6nVvSw
7.85993E+17,???????,positive,RT @aali4573: ????? ??????? ??????? ?????? ??????? ?????? ??????? ???? ????? ???? ???? ????? ?????
7.85993E+17,???????,negative,RT @H_Baideba: ???? ?? #??????? ?? ????? ???? ??? ???? ?????? ?????? ??? ?????? ????????? ????? ???? ???? ??? ?????? ?? ????#???????#????…
7.85993E+17,???????,negative,#??????? ??????? ?????? ?????? ??? ??? ????? #???? ????? ?????? ????? ...!!! ??????? ?????? ???????????
7.85993E+17,???????,positive,RT @heekmmm: ??????? ??? ???? ??? ??? ????? ????? ????? ??????? ????? ???? ?? ???  ?????? ?????!#???_????_?????_???????_??????https://t…
7.85993E+17,???????,negative,??????? ??????? ?????? ??? ???? ???? ????????.... #???????_????_??????
7.85993E+17,???????,negative,??? ??? ???? ?????? ???????! ??? ???????? ???? ????? ????? ???? ?????? ???? ??????? https://t.co/DxuD2KpNNj
7.85993E+17,???????,negative,RT @hanisunitan: ????? ?? ??????  #???_????_?????_???????_?????? ???? ??? ????? ?????? ?????? ???????? ?????? ?? ???? #???? ?????? ? #?????…
7.85993E+17,???????,negative,RT @AJArabic: ???? | #??????? ???????: ??? ??? ?? ?????? ??? ?? ?????.. ???? ?????! https://t.co/M0cDfZjnio
7.85993E+17,???????,negative,"RT @amer_alkubaisi: ????? ?????? ???? ??????? ??? ??? ???????? ?? ??? .. ????? ??????? ??????? ?????: ???? ???? ???? ???????? ??? ??? ?????…"
7.85993E+17,???????,negative,RT @xEmDGsvITGz6UEW: ????? #??????? ??? #??????? ?? ???? ????? ?? #??????? ???? ?? ????? ????????? #???????_????_?????? ???? ?? ????????…
7.85993E+17,???????,negative,RT @airaq5108: #??????? ???? #??????? ????? ??? ??? . #erdogan_is_isis https://t.co/3v0nTxOd4H
7.85993E+17,???????,negative,RT @KR_3D: ?? ???? #??????? ?? ?????? ???? ??? 36 ???? ?? ???? ????? ??????? ??? ????? ????????? ??? ????? ?????? ??????? ??? ????? ???????…
7.85993E+17,???????,negative,"RT @safa_tv: #??????? ??? ??? #??????? :???????? ???? ???? ???????? ????? ???? ?????????? ?????????????? ???? ????? ????? ????? #??? #???…"
7.85993E+17,???????,negative,RT @HenryKesnger: ????? ??? ???????..?????? ?????????? ????? ??????!!????????? ???? ??? ??????!?????? ??????? ????? ??!!... https://…
7.85993E+17,???????,positive,??????? ???? ????? ???? ?????? ???????? ?? ??? ??? ????? ??? ?????? ?????? ????? ??.  - https://t.co/R7btSeE2qq https://t.co/uPTV8JgjSy
7.85993E+17,???????,negative,RT @Ihab_NR: ??????? ???? ????? ??????? ?????? ???? ?????? ?? ????? ??? ???? ?????????? ???? ?? ???? ???? ??? ??? ?????? https://t.co/6lI…
7.85993E+17,???????,negative,@TRTalarabiya ?? ??????? ??? ????? ?? ?? ???? . ???? ?? ??? ??? ?????? ?????? ?? ????? ??????? ??????? ????? ????? ????? ????? ?????
7.85268E+17,???????,negative,"RT @isharatidriss: ??)#??????_???????_?????????????? ????? ??????(??????)???? ??????????? ????? ???????? ?? ??? ???? ??? ????? ???????? ???…"
7.85268E+17,???????,negative,RT @isharatidriss: ??)#??????_???????_??????? ???? ????? ??????? ????? ?????? ???? ????? ???? ??? ????? ??? ??????? ?????????( ?? ???? ????…
7.85268E+17,???????,negative,RT @falsunaidy: #????_????#????? ??????? ?? ???? ????????https://t.co/ydjsfqYkti?.???? ????????.???? ????????????? ????? ??????? ????…
7.85268E+17,???????,negative,RT @rasha_mya: #??????_????_????_????????? ??????!!?????? ????..?????? ???? ???? ?????? ??????#??????? ?????? ?????? ??? ???? ?????? ???…
7.85268E+17,???????,negative,RT @isharatidriss: ??)#??????_???????_??????? ????? ????? ??? ???????(??? ?????: ???? ?????? ???? ????? ?????? ???? ?????? ?? ????? ????? ?…
7.85268E+17,???????,negative,"RT @Ebtehal_A: ???? ????? ??????? ???????? ??? ????? ?? ????? ?????? ?????????? ?????? ??? ???????? ????? ??? ??????? ???? ?? ??? ????? ??…"""
7.85268E+17,???????,negative,RT @caba000: ????? ?????? ?? ??? ??????? ??????? ????? ???? ?????????????? ?????? ???? ????? ?????!
7.85268E+17,???????,negative,RT @A822822A: ?????? ??? ??????? ???????? ??????? ?????? ???????? ??? ???? ??????? ???? ??? ???? CNN ????? ????? ??????? ????? ????.!! #???…
7.85268E+17,???????,negative,RT @isharatidriss: ??)#??????_???????_??????? ???? ????? ?????? ?????  ?? ???? ???????? ??? ?????(??? ?????? ?????? ??????? ????? ???? ?? ?…
7.85268E+17,???????,negative,RT @Counselkremlin: ???????? ??? ??????? ?????? ?? ??????? .. ???? ?????? ??????? ??????? ?? ????? ???????? ?? ????? .. !!??? ???? ????…
7.85627E+17,???????,negative,RT @caba000: ??? ????? ????? ????? ????? ?????? ?????? ????? ????? ????? ????? ????? ???????? ???? ????????..???? ??? ??????..???? ?????..
7.85627E+17,???????,negative,RT @caba000: ??? ??? ???????? ?????? ?????? ??????..??????? ?? ???????? ??????? ?? ??? ????????? ??????? ????? ?? ?? ??? ?????? ????????..
7.85627E+17,???????,negative,@AbduIrahmanSaud ????? ????? ??????? ?? ???  ??? ????? ????? ??????? ?????? ??????? ??????? ??? ??? ????????
7.85627E+17,???????,negative,RT @caba000: ????? ???? ?? ???????? ????? ????? ????????? ????????..???? ?? ?????? ?? ???????? ??????? ????? ??????..?? ????? ????? ?????…
7.85627E+17,???????,negative,RT @MohannaAlhubail: ?? ????? ????? ???? ????? ?? ???????? ????????? ??????? ??????? ????? ?? ????? ?? ?????????? ??? ?? ???????? ?????…
7.85627E+17,???????,negative,??????: ????? ???? ???????.. ?????? ????? ????? https://t.co/ZUs4d3TVRC ??? @YouTube
7.85627E+17,???????,negative,"??????: ???? ??? ???????? ????? ???????"" ????? ?? ??????!: ????? ????? ?????? ???????? ?? ???? ?? ????? ????... https://t.co/06yx8aV0cX"""
7.85627E+17,???????,negative,RT @emad_AlMudaifer: ?? ??? ???????? ????????????? ???????? ????? ?????? ??????? ?? ???????.. ?? ?????? ???? ?? ???? ?? ????? ??? ???? ??…
7.85627E+17,???????,negative,RT @KingSalman: ????? ????? ??????? ?? ????? ??? ??? ???.??????? ???? ?? ??? ????????.???? ????? ??????? ????? ?????? ?????? ?????? ??????…
7.85627E+17,???????,negative,RT @KingSalman: ?????? ??? ????? ???????? ?? #???_ ?????? ??? ????? ?????? ????? ?????? ??? ??? ??? ???? ??????? ??????? ???????.
7.85627E+17,???????,negative,RT @Anon_Force: ?????? ??????? ????????? ???? ??????? ??? ????????? ???? ???? ??? ???? ?? ?? ????? ??? ?????? ???? ???? ???? ???? ???? ????…
7.85627E+17,???????,negative,"???????"": ????? ?????? ???????? ???????? ???? ??????? ??? ""?????? ???????""..https://t.co/3uAVmzIbd2"""
7.85627E+17,???????,negative,RT @memezen27: @Ahmed2I3h ????? ????? ??????? ??? ????? ??????? ?????? ??????? .?????? ?????? ?????? ???? ?????? ??????? ????????? ???? ???…
7.85628E+17,???????,negative,RT @zugailamm: ?????? ??? ?????? ?? ????? ????? ?????? ???? ??????? ?? ??????? ??? ?????? ????? ?????? ??????? ????? ????? ????? #?????_???…
7.85628E+17,???????,negative,RT @al_finesse: ??? ???????? ?? ???1952????? ????? ?????? ??????? ?????? ????????? ????????? ?????? ????? ??????? ??????? ???????? #???_???…
7.85628E+17,???????,negative,RT @nbenotman: ???? ??????? ?? ?????????? ????????? ????? ??????? ????? ????? ???? ????? ???? ?? ??? ???? ???????? ?? ?????? ??????? ??????…
7.85628E+17,???????,negative,#?????? #??? #???????? ??? ????? ??? ???????? ????? ??????? ?? ????? ??????? ????????? https://t.co/3iB4VGyiOp #????? #?????? #???
7.85628E+17,???????,negative,RT @al_finesse: ????? ??????? ?? ??? ?? ????? ??????? ????? ???????? ?? ???? ????????? ????? ?????? ??????? ???? ?? ?????? ???????  #???_??…
7.85628E+17,???????,negative,RT @iContent_AR: ?? ????? ?????? #?????_??????? ????? ??????? ????????? ???????? ??????????#?????_????? #?????[i]???? ??????? #?????_???…
7.85628E+17,???????,negative,RT @AdelAliBinAli: ??? ????? #???????? ???? ?????????? ???? ?? ???? ????????? ????????? ?? ???? ??????? ????????#???????? ?????? ?????…
