,Unnamed: 0,tweet,sarcasm,sentiment,dialect,total_pos_count,total_neg_count,total_sentiment_score
187,187,السيسي يصف الاسلام بالارهاب المتطرف ويدعوا لمحاربته مظله الارهاب وذلك قناه ليرضي اعداء الاسلام خيانه عظمي مصر,True,NEG,msa,3504,1376,2.315
188,188,قوقل يتعاطون زقمسوين حمله للتحسين ترجمه قوقل عشان النازحين السوريينوهنا حاطينه رءيس سوريا,False,POS,msa,477,583,0.42000000000000004
189,189,بشار الاسد يرفع رسوم الاقامه سوريا,False,NEG,msa,406,472,0.3850000000000001
190,190,تراث باراك اوباما السياسي محمد الرميحي,False,NEU,msa,3686,2025,4.217
191,191,تغلق قناه الفراعين لانها الاكثر كذبا فجورا لانها الاقل احترافيه الكذب والفجور,True,NEG,msa,8,0,2.086
192,192,شاهد يسري فوده يامن لمن يوما طز مصر,False,NEU,egypt,3501,1574,2.113
193,193,اقصد منجد تستاهل هالتحفه الفنيه,False,POS,msa,654,599,-0.768
194,194,حكايه جايي تحتل المرتبه الاولي عرش الاغنيه العربيهبرافو اميرعمل بنفتخراميرالليل,False,POS,egypt,79,105,-0.6639999999999999
195,195,حوار خاص النجمه ناديننسيبنجيم لمجله ماري كلير العربيه,False,NEU,msa,2780,1419,2.847
196,196,الله ينور يا دكتور ده التفكير اللي عايزينه مش مسجد وكم كنيسه,False,POS,egypt,172627,123075,4.4879999999999995
197,197,متاخر البدايه الصفر خير السير طريق الجميع يعلم نهايتهمليونيهديسمبر,False,NEU,msa,12265,8212,0.32999999999999996
198,198,ريكي مارتن يظهر بخاتم خطبته الفنان السوري يوسف,False,NEU,msa,509,1019,-2.3280000000000003
199,199,يالرخيص ٥٠٠,False,NEU,msa,0,0,0.0
200,200,صور طبيعيه متحركه للسحب ساعات ماضيه سحابالخير عالمالطقس طقسالسعوديه طقسالعرب,False,NEU,msa,592,767,-0.37
201,201,بالفيديو عكاشه والله هيفاءوهبي مش طريه واللي يتجوزها يبقي خد خازوق بوابهالقاهره مصر توفيقعكاشه,False,NEG,egypt,39030,19107,3.4929999999999994
202,202,الاخوان اختاروا رضا الامريكان خلاص بانت زمان وده اللي هيعمق خلافهم السلفيين ومش بعيد تلاقيهم بيعايروا السلفيين بعلاقه بعضهم بالامن,False,NEG,egypt,10465,10952,-0.41800000000000004
203,203,شاهد زينه اخر عيد ميلاد لاوباما البيت الابيض اميركا باراكاوباما الولاياتالمتحده اعياد عيد الميلاد,False,POS,msa,10129,10599,-0.296
204,204,وش فاءده فلسطين القدس وال المذهب الرافضي والمجوسي هذولا اللي يغررون بكم ويتاجرون بقضيتكم وارض,False,NEG,gulf,318,312,-1.2810000000000001
205,205,اليمنيه مجلس الوزراء السعودي ضروره وضع حد للممارسات الميليشيا واعوانهم,False,NEU,msa,9238,8897,0.518
206,206,يعني احزاب اسلاميه تصوت مسوده الدستور عضو رفضوا اللعبه الاصل والاحتياطي,False,NEG,msa,295,209,1.23
207,207,اكيد تري تقرير الصندوق الدولي الجزاءر صعود وتيره النمو الجزاءر عكس المغرب غوغل,False,NEU,msa,6267,2526,2.934
208,208,تءيد تقديم الاختبارات النهاءيهوتكون شهر شعبان شهر رمضان نعمرتويتمنشنلامفضلهالتصويت مرتبط بحسا,False,NEU,msa,4370,4439,1.081
209,209,ياسر ابو عمار سياسهفيدين الجزيره غيرت موقفي حزب النور مواقفه المخزيه الرءيس محمدمرسي,False,NEG,egypt,4009,2588,1.889
210,210,بتغنيلها يا بنت الجيران تبع رامي عياش مغروم شكلك لشوشتك,False,NEU,levant,61587,33539,2.176
211,211,تقرير غزه شعار انهاء الانقسام المعاهد الازهريه تحيي ذكري المولد النبوي الشريف محمد ابو حطب,False,NEU,msa,7358,5470,1.007
212,212,مجلسالامن يصوت بالاجماع مشروعقرار نشر مراقبيندوليين حلبفرنسا روسيا,False,NEU,msa,747,385,1.185
213,213,حمله هيلاري تفجر موضوع تواطء فريق ترامب موسكو جديد,False,NEU,msa,8420,5393,2.2030000000000003
214,214,رءيس مجلس الوزراء كلي ثقه بحرص الناخبين والناخبات الالتزام بالاشتراطات الصحيه حتي نهايه العمليه الانتخابيه تتم مظاهر الاحتفال عبر الاتصال التجمع,False,POS,msa,6840,8556,-0.08400000000000002
215,215,حق شهداءنا يضيع منظم نظامنا القضاءي عاجز القصاص والجهات التشريعيه والتنفيذيه تدعمه ومحاسبه قصر جمع الادله ضروره,False,NEG,msa,6336,5972,-0.07699999999999997
216,216,قوانين مرحله انتخابيه اهم مره المرحله نفسها بمرشحينها وكل المراحل اللي الثوره اتلعب اساس قوانينها لتدبير النتيجه باطل,False,NEG,egypt,5771,3015,1.464
217,217,امكانيه تقربون المذيع والمذيعه بالاخبار مرره بعيدين يشتت الانتباه,True,NEG,gulf,0,0,0.0
218,218,نفعله التفكير بالمشاعر نخفيها جستن بيبر,False,NEU,msa,18,8,0.636
219,219,دفع ايهام الاضطراب ايات الكتابويليه منع جواز المجازللشيخ العلامه الشنقيطيمعرضالكويتالدوليللكتابالسعر,False,NEU,msa,1401,709,0.47
220,220,تسكتوا صوت الاذان الله اكبر فلسطين حسبي الله عليكي اسراءيل,False,NEG,msa,133686,149466,0.11699999999999999
221,221,تبارك الرحمن,False,POS,msa,9,12,-0.373
222,222,اوبر محظورا الدنمارك,False,NEU,msa,0,0,0.0
223,223,اسراءيل تطلق اسم بيريز مفاعلها النووي,False,NEU,msa,6290,3849,0.7499999999999999
224,224,النداءالاخيرحلبتبادستبقيحلبوتلك الايام نداولها الناسصدق الله العظيماجلاء المدنيين,False,NEG,levant,63599,71735,-0.231
225,225,ناس بتبعتلي رساءل عتاب رقيقه والله يا جماعه انا عنديش نيه اكون كاهن ملاك وبقول للخروف يا خروف وشه ومش هتغير,True,NEG,egypt,183405,121854,0.16999999999999987
226,226,طبيعي لانهم الخلف,True,NEG,egypt,1140,1017,0.003
227,227,كلمه صاحب السمو الاميرالوالد الشيخ حمد خليفه ال مراسم تابين زعيم كوبا الراحل فيديل كاسترو كوبا,False,NEU,msa,11256,5975,3.127
228,228,الاصلاح يدعو المجتمع الدولي لاسناد الحكومه الشرعيه كشف ومحاصره بءر الارهاب يمنشبابالفضاءيه اليمن,False,NEU,msa,270,127,0.639
229,229,مبسوط نفسي لاني صرت اعرف اصبر وانا مخبي كلام كبير بقلبي احتاج يسمعنيكلناااالدلماني,False,POS,msa,13914,11280,0.30500000000000005
230,230,البرلمان العربي يطالب المجتمع الدولي برفض تصريحات ايران العدوانيه,False,NEU,msa,259,47,1.578
231,231,هاذي النبته طلعت محل ماتو جنود بريطانيا وقت الحرب عشان سنه لازم يلبسوها ذكري,False,NEU,msa,10158,11173,-0.8119999999999999
232,232,ينكر ضروره اجراء اصلاحات شامله بالقضاء سواء كيفيه التعيين البدايه وحتي كيفيه المحاسبه داخل القضاءلهذا تقدم,False,NEU,msa,1638,1385,1.491
233,233,ويندوز بمساحه تخزينيه اقل انظمه مايكروسوفت السابقه,False,NEU,msa,1651,1456,0.191
234,234,لودهجناناتجنن تشوف بيعاكس واحده روح اعمل اخوها,False,NEU,egypt,4484,4179,1.5400000000000003
235,235,يبدولي عندكم ماده المكتبه ضاع نص عمرك ماده مفيده درستها حياتي,False,NEG,msa,3172,3655,-1.8689999999999998
236,236,واحده دفعتي لسه شايفينها شهر واعدها هيخطبها كده يومين تلاته لقيناه خطب واحده غيرها مشت جديد,False,NEU,egypt,8804,6963,1.12
237,237,علاش روسيا صفحت لتركيا تنازلت حقها قضيه اسقاط الطاءره روخوي مقتل قاءدها,False,NEU,msa,231,202,0.2720000000000003
238,238,صدور قانون تشكيل الاحزاب حوار ونفس الحال بالنسبه لقانون مباشره الحياه السياسيه يقلص مضمون حوار وطني ويفقده جانب كبير مصداقيته,False,NEG,msa,6560,3122,6.086
239,239,الاعداد انا مبهور عجله ورا يا مرسي والا هندخل مرحله كرساه,False,NEU,egypt,118348,83088,5.611000000000001
240,240,ريكي مارتن بيقلب شباب احنا قاعدين,True,NEG,egypt,201,208,-0.26500000000000035
241,241,لافروف حقوق الانسان ليست وسيله لتحقيق المصالح الخاصه,False,NEU,msa,0,0,0.0
242,242,ميسي عنده منتخب قوي وعناصر خرافيه بس يخذلهم,False,NEG,egypt,42793,38973,-0.16699999999999998
243,243,احلم دوما اكونالافضل الجميع لذا اجمع البوكيمون سلاحي المنيعبوكيمون ساجمعها,False,POS,msa,282,372,-0.387
244,244,الانقلاب الدموي هزيمه دمويه لمنتخب مصر بالسته يقتل الستات الشوارع تقتله غانا بالستات التصفيات,True,NEG,egypt,2954,1213,0.779
245,245,هلتتزوجوحدهتكشفوجهها عايز يتجوز سال السءال ده البلد كلها هتبات الشارع عادلامام,True,NEU,egypt,20121,7912,1.866
246,246,زيت الكثافه وداعا للقشره والصلع والتقصف والفراغات والشعر الخشنيستعمل للدقن والشنب وشعر الراسللطلب وتس فقط,False,NEU,msa,1834,916,0.09599999999999997
247,247,تبا جدار الصامتين خطبه الشيخ احمدالقطان حماه ١٩٨٢وكانها تتحدث حلب ٢٠١٦,False,NEU,msa,176,290,-0.9239999999999999
248,248,ملوك الاناقه والفخامه طبعاا قميص غوتشي لابس تاي تاي,False,NEU,egypt,575,453,2.1570000000000005
249,249,شوقي ولد الهدي فالكاءنات ضياء وفم الزمان تبسم وثناء اللهم صلي وسلم سيدنا محمد وعلي اله وصحبه وسلم بكفيحصار اضبطواشركاءالمخلوع,False,POS,egypt,9356,7969,-5.164
250,250,تعتقد الاسد يصدق يقولهارانيوز سوريا بشارالاسد,False,NEU,msa,248,422,-0.6409999999999999
251,251,الفجوه تزداد الشعب وحكامه استجابه حاسمه وواضحه لمطالب الثوره,False,NEG,msa,0,0,0.0
252,252,اعتذاره حضور «نوبل» بوب ديلان السويد,False,NEU,msa,431,234,0.981
253,253,سواء مختلطه مش مختلطه باقي ٣ تنسوا ماذالوالمدارسمختلطه,False,NEU,msa,35202,19849,0.68
254,254,اهاجم مرسي لاني استكثر الرءاسه لانه كذاب ومخلف لوعوده رقبته دماء شبابلا اسميكم خرفانا فحتي الخروف يستحي يدافع كذاب,True,NEG,msa,1013,448,0.2160000000000002
255,255,عاجل اندلاع مواجهات شبان وقوات الاحتلال بلده عنبتا شرق طولكرم قليلفلسطين,False,NEG,msa,443,352,0.8000000000000002
256,256,مايمرروهمهما عملوا الدستور ده مش هيعيشلانه ولد ميتا وبني باطل وسيقود باطلدي قناعتي ومءمن بيها,True,NEG,egypt,52580,23363,2.0970000000000004
257,257,قاربت السنه ابشع مجزره التاريخ الانساني فضاعتصامرابعه العين مليءه بالحسره يمزجها الامل الصبر,False,NEG,msa,18,89,-3.8810000000000002
