,tweet,sarcasm,sentiment,dialect
230,البرلمان العربي يطالب المجتمع الدولي برفض تصريحات ايران العدوانيه,False,NEU,msa
231,هاذي النبته طلعت محل ماتو جنود بريطانيا وقت الحرب عشان سنه لازم يلبسوها ذكري,False,NEU,msa
232,ينكر ضروره اجراء اصلاحات شامله بالقضاء سواء كيفيه التعيين البدايه وحتي كيفيه المحاسبه داخل القضاءلهذا تقدم,False,NEU,msa
233,ويندوز بمساحه تخزينيه اقل انظمه مايكروسوفت السابقه,False,NEU,msa
234,لودهجناناتجنن تشوف بيعاكس واحده روح اعمل اخوها,False,NEU,egypt
235,يبدولي عندكم ماده المكتبه ضاع نص عمرك ماده مفيده درستها حياتي,False,NEG,msa
236,واحده دفعتي لسه شايفينها شهر واعدها هيخطبها كده يومين تلاته لقيناه خطب واحده غيرها مشت جديد,False,NEU,egypt
237,علاش روسيا صفحت لتركيا تنازلت حقها قضيه اسقاط الطاءره روخوي مقتل قاءدها,False,NEU,msa
238,صدور قانون تشكيل الاحزاب حوار ونفس الحال بالنسبه لقانون مباشره الحياه السياسيه يقلص مضمون حوار وطني ويفقده جانب كبير مصداقيته,False,NEG,msa
239,الاعداد انا مبهور عجله ورا يا مرسي والا هندخل مرحله كرساه,False,NEU,egypt
240,ريكي مارتن بيقلب شباب احنا قاعدين,True,NEG,egypt
241,لافروف حقوق الانسان ليست وسيله لتحقيق المصالح الخاصه,False,NEU,msa
242,ميسي عنده منتخب قوي وعناصر خرافيه بس يخذلهم,False,NEG,egypt
243,احلم دوما اكونالافضل الجميع لذا اجمع البوكيمون سلاحي المنيعبوكيمون ساجمعها,False,POS,msa
244,الانقلاب الدموي هزيمه دمويه لمنتخب مصر بالسته يقتل الستات الشوارع تقتله غانا بالستات التصفيات,True,NEG,egypt
245,هلتتزوجوحدهتكشفوجهها عايز يتجوز سال السءال ده البلد كلها هتبات الشارع عادلامام,True,NEU,egypt
246,زيت الكثافه وداعا للقشره والصلع والتقصف والفراغات والشعر الخشنيستعمل للدقن والشنب وشعر الراسللطلب وتس فقط,False,NEU,msa
247,تبا جدار الصامتين خطبه الشيخ احمدالقطان حماه ١٩٨٢وكانها تتحدث حلب ٢٠١٦,False,NEU,msa
248,ملوك الاناقه والفخامه طبعاا قميص غوتشي لابس تاي تاي,False,NEU,egypt
249,شوقي ولد الهدي فالكاءنات ضياء وفم الزمان تبسم وثناء اللهم صلي وسلم سيدنا محمد وعلي اله وصحبه وسلم بكفيحصار اضبطواشركاءالمخلوع,False,POS,egypt
250,تعتقد الاسد يصدق يقولهارانيوز سوريا بشارالاسد,False,NEU,msa
251,الفجوه تزداد الشعب وحكامه استجابه حاسمه وواضحه لمطالب الثوره,False,NEG,msa
252,اعتذاره حضور «نوبل» بوب ديلان السويد,False,NEU,msa
253,سواء مختلطه مش مختلطه باقي ٣ تنسوا ماذالوالمدارسمختلطه,False,NEU,msa
254,اهاجم مرسي لاني استكثر الرءاسه لانه كذاب ومخلف لوعوده رقبته دماء شبابلا اسميكم خرفانا فحتي الخروف يستحي يدافع كذاب,True,NEG,msa
255,عاجل اندلاع مواجهات شبان وقوات الاحتلال بلده عنبتا شرق طولكرم قليلفلسطين,False,NEG,msa
256,مايمرروهمهما عملوا الدستور ده مش هيعيشلانه ولد ميتا وبني باطل وسيقود باطلدي قناعتي ومءمن بيها,True,NEG,egypt
257,قاربت السنه ابشع مجزره التاريخ الانساني فضاعتصامرابعه العين مليءه بالحسره يمزجها الامل الصبر,False,NEG,msa
258,قطر الدوله الوحيده العالم سفير غزه واميرها الحاكم الوحيد جرم اسراءيل وحملها مسءوليه العدوان بينما مسوخكم جرموا حماس,True,NEG,msa
259,الرءيس الحريري يستقبل وزير خارجيه كندا بيت الوسط ويولم شرفه,False,NEU,msa
260, تركيز السلطات التشريعيه والتنفيذيه يدي الرءيس مرفوض ويثير المزيد المخاوف بشان احتكار السلطه جانب فصيل,False,NEG,msa
261,الطلبات اتتني لترجمه مناظره هيلاري كلنتون وترامب اللي وصعب ترجمتها كامله تءيد ترجمه المقاطع,False,NEU,msa
262,رضاك يارب كلمتينوبس,False,NEU,egypt
263,وغاب عني وفراقه حبيبي شيء تاني عذاب مش بالكلام احكيهاليسا,False,POS,levant
264,احسن ميلف مصر فيفيعبدهالامالمثاليه,True,NEG,egypt
265,اللهم الاهلي بطلا لكاس مصر,False,POS,msa
266,وصول الثوار لميدان التحرير اكبر علامات اسقاط الانقلاب والعلامات الكبري والاخري قادمه قادم الايام,False,NEU,msa
267,يحيطك داءما بما يشغلك فضيحهالمحله مرتضيسما ابلهفاهيتا الخ يتغير الزمن يتغيرون يلهونك بقنابل الدخانليطبخ برواقه الله غالب,False,NEG,egypt
268,القوات البريه السعوديه والقوات الفرنسيه الخاصه تءديان التمرين المشترك «سانتول»,False,NEU,msa
269,الاهداف المنتخب المباريات الرسميه كريستيانوبيليهالظاهرهسواريزميسيمارادونانيمار,False,NEU,msa
270,صوره مسربه ويندوز فون توضح شكل الايقونات الرءيسيه,False,NEU,msa
271,واشنطن تحدد اسماء ضباط سوريين يجب ملاحقتهم لارتكابهم جراءم حرب,False,NEG,msa
272,مافيه عذر لمايكرو ويندوز معرب الاكسبوكس عربوا فورزا كتسكيته لنا حصريات نزلت وماتعربت,False,NEG,gulf
273, الهبه اليديده❤❤,False,NEU,msa
274,لاماسيا تحكم بيكيه يتجهز لرءاسه برشلونه يوروسبورت عربيه برشلونه,False,POS,msa
275,لست ممن يقيم الكتاب شويه عقل يا انسه تشتري كتاب مش لازم كاتب جميل معضل معرضالكويتالدوليللكتاب,True,NEG,egypt
276,اسال حالي ايه اللي جراليولا لحظه ابدا انا هنساكياما ليالي سهرت الليالي شاغلني انت وهمي رضاك رامي عياش افصلواسمع,False,POS,egypt
277,حركه تمرد صاحبه انتصار طالبت بالبرادعي رءيسا للوزراء ولما اعترض السلفيون استبعاده خرجنا حكم الاخوان حكم السلفيين,False,NEG,egypt
278,الشرقيه السعوديه حافله تصل حلب المحاصره لريفها الغربي,False,NEU,msa
279,الحبهو اهتمام تنازل كلام احترام فعل دعاء تغاضي عتاب تسامح,False,POS,msa
280,يسرق التويته ويحطها ويقول اتمني يسرق مني يعدل التويته ويغير نقطه الاقل ابشر يا سقراط,True,NEG,msa
281,وثلاثين سببا للتصويت مشروع الدستور,False,NEU,egypt
282,ياخي الفجيكات دول يتحبوا مقدمات كده نوبه,False,POS,egypt
283,عندي ثقه فيك بكفيفيروز,False,POS,egypt
284,مجلهمرايالبنانالدوليه مجله دوليه سياسيه ثقافيه اجتماعيه ومنبرللمقاومه,False,NEU,msa
285,مقطع روبيرت دي نيرو المنتشر بالواتس اب يسفل دونالد ترامب صنع ليلتي ههههههههخلاه يسوي التاليه الغنمستوبيدبونك وضيع,False,POS,gulf
286,المستقبل الحريري يلتقي سفيره تشيكيا وفهد والزيود استقبل الرءيس المكلف سعد الحريري «بيت الوسط« سفي,False,NEU,msa
287,توفر فيقرز امازون الامريكي,False,NEU,msa
288,تركيا تنفي ابرام صفقه سريه موسكو سوريا,False,NEU,egypt
289,حكم بالسجن بريطاني تخطي ال بريطانيا سجن معمر,False,NEU,msa
290,عربولكن عربيقهوته برازيليه بدلته ايطاليه ساعته سويسريه وعطره فرنسي سيارته المانيهالخ ويذهب لالقاءمحاضرته بعنوان قاطعواالغرب,True,NEG,msa
291,غوغل شركه تكنولوجيه منافس سوق الهواتف الذكيه فهل تنجح,False,NEU,msa
292,يا سلام كده الكهربه اطعه انت اعد بتسمع اغاني عربي اديمه راديو اديييم بحس اني رجعت للتمنينات احساس جمييل,False,NEG,msa
293,الهيءه الخيريه الاسلاميه مرزوق الغانم يتكفل بنقل عشرات الالاف النازحين السوريين حلب المناطق الامنه توفير احتياجاتهم,False,POS,msa
294,درجه الحراره بالدمام ˚ درجه الحراره بلندن ˚ يا ربي شلون يتحملون الحر ذولي,False,NEG,msa
295,املك واتركك واسج منك وانت نبض الفءاد وقطعه كبدي,False,POS,msa
296,ثانيه واحده مش ناس بتقول متامر وخاين وكده طب اتخيل كده الحاجات اللي بيهاجمها انتهت زي تطبيل الاعلام وكده مش مصر هتبقي احسن,False,NEU,egypt
297,بالفيديو عمرواديب «الشامبو خدعه وانا عمري استخدمته»جريدهالزمان,False,NEU,egypt
298,فيديومعارض سوري سنتخذ اجراءات تجبر روسيا ايران بشار عليالتفاوضبغدادبوست سوريا,False,NEU,msa
299,هاري بوتر ⚡️,False,NEU,msa
