,words,frequencies
1453,الساعات,4
1454,اليديدة,2
1455,خاصة,42
1456,الصنقل,1
1457,موجودات,2
1458,ترومون,1
1459,تشترونهم,1
1460,اونلاين,1
1461,هيدي,4
1462,اسمها,14
1463,مسخرة,12
1464,اخذ,6
1465,خاطروا,1
1466,الاستاذ,7
1467,بدها,3
1468,خربان,2
1469,بالبلد,1
1470,يكبر,4
1471,عقلو,1
1472,حاجرنا,1
1473,اكل,7
1474,خراهن,1
1475,تصرفاتن,1
1476,شو,37
1477,هالمنطق,1
1478,هيدا,4
1479,بلا,53
1480,تربية,3
1481,منطق,4
1482,العين,3
1483,بالعين,1
1484,مسموح,3
1485,حضارة,3
1486,كف,1
1487,عفريت,1
1488,زبالة,5
1489,الطرقات,1
1490,هلق,2
1491,بغير,5
1492,منظر,8
1493,شاء,32
1494,متخذين,1
1495,كامل,25
1496,الإجراءات,3
1497,الصحية,6
1498,شي,79
1499,النطرة,1
1500,عبارة,7
1501,لعبة,45
1502,الكراسي,4
1503,فتنة,3
1504,المنيا,3
1505,تثبت,10
1506,هناك,69
1507,يحاول,7
1508,العبث,3
1509,بوحدة,1
1510,المحمى,1
1511,بعناية,1
1512,ويقظة,1
1513,أبناءه,2
1514,تحقيق,16
1515,فورى,2
1516,وعدالة,1
1517,ناجزة,2
1518,تطمئن,1
1519,لدولة,4
1520,القانون,26
1521,هزيمة,9
1522,الأهلي,21
1523,مثال,8
1524,صارخ,2
1525,يقوم,18
1526,وأد,2
1527,الحريات,5
1528,ألا,13
1529,يخجلون,1
1530,انتظرت,1
1531,التعليق,3
1532,مقال,9
1533,فهمى,1
1534,هويدى,2
1535,قراءة,12
1536,الجزء,7
1537,الثانى,3
1538,الذى,15
1539,نشر,16
1540,وللاسف,2
1541,طلبه,2
1542,يجرؤ,2
1543,اى,22
1544,انقلابي,2
1545,vabdola,1
1546,وائل,9
1547,الفخراني,1
1548,لماذا,43
1549,تركت,5
1550,لأنضم,1
1551,مترجم,9
1552,تعليق,10
1553,صباح,34
1554,حمدينصباحي,5
1555,محاكمة,13
1556,السيسي,83
1557,تحيامصر,3
1558,باسمطلعحرامي,6
1559,iOmarkousa,1
1560,خلص,8
1561,منرد,1
1562,عليك,63
1563,بلاه,1
1564,عاجل,75
1565,أسرع,11
1566,هاتف,31
1567,أندرويد,68
1568,الولايات,12
1569,المتحدة,37
1570,الولاي,1
1571,روضةالرواد,1
1572,تقيم,4
1573,حفل,36
1574,خطابي,1
1575,وفني,1
1576,سيئون,1
1577,ليس,75
1578,مكانه,3
1579,طاولة,3
1580,الحوار,12
1581,المحترم,4
1582,سليمان,10
1583,يؤمن,4
1584,بالحوار,3
1585,إنما,6
1586,بالقتل,5
1587,تأكيدأ,1
1588,للخبر,2
1589,أعتقال,2
1590,زوجة,6
1591,الارهابي,8
1592,مختاربلمختار,1
1593,أمير,10
1594,تنظيم,15
1595,القاعده,2
1596,بشمال,1
1597,افريقياليبيا,1
1598,LIBYA,2
1599,h9c,1
1600,نعرف,9
1601,وحدا,1
1602,تهيالي,1
1603,تطلع,17
1604,حوشهم,1
1605,مقصود,2
1606,بش,2
1607,ادور,7
1608,حاجه,25
1609,تشوف,9
1610,شخص,63
1611,تروح,4
1612,بوست,7
1613,طويل,6
1614,عريض,1
1615,عل,8
1616,فيسبوك,57
1617,معاه,21
1618,اشعر,5
1619,بالغثيان,1
1620,‘,3
1621,غوغل,112
1622,فاي,2
1623,’,19
1624,إنترنت,1
1625,سريع,6
1626,لأرجاء,1
1627,المنزل,10
1628,نرى,2
1629,انتصارا,1
1630,سوريا,290
1631,تشارك,5
1632,جمهورها,5
1633,بفيديو,4
1634,لإبنها,1
1635,غرفة,3
1636,ألعابه,1
1637,عندي,34
1638,نظرة,12
1639,ثاقبةكيف,1
1640,بعينك,4
1641,ثقب,1
1642,iImpossible101,1
1643,تطلب,9
1644,برنامجو,1
1645,أسالك,1
1646,نوع,7
1647,جوالكماابيك,1
1648,تقولايفون,1
1649,سكس,3
1650,ذهبي,1
1651,مطرز,1
1652,بفضه,1
1653,قيمته,5
1654,عشرة,6
1655,الاف,11
1656,ابي,29
1657,اعرف,17
1658,ايفو,1
1659,اداء,8
1660,منو,11
1661,ذا,27
1662,قوات,39
1663,الاحتلال,84
1664,تقمع,2
1665,المشاركين,3
1666,مسيرة,10
1667,كفر,2
1668,قدوم,8
1669,المناهضة,1
1670,للاستيطان,1
1671,قبل,205
1672,قليل,27
1673,وتطلق,1
1674,قنابل,4
1675,الغاز,16
1676,والصوت,3
1677,بكثافة,2
1678,صوبهم,1
1679,najahmali,1
1680,اهل,13
1681,الكفر,4
1682,والزندقة,1
1683,خندق,1
1684,لقتال,1
1685,المسلمينمسيرة,1
1686,البراءة,1
1687,المشركين,2
1688,ادري,8
1689,مسلم,19
1690,بوتينروحاني,1
1691,HDina,2
1692,YorgoElBittar,2
1693,روح,21
1694,وعميل,3
1695,بحث,11
1696,صخرة,2
1697,الروشة,2
1698,وشوف,6
1699,انورما,2
1700,كانرفيه,2
1701,علم,10
1702,لبناني,5
1703,بي,20
1704,صورة,41
1705,تطبيق,44
1706,إسلامي,3
1707,رائع,17
1708,حمله,1
1709,أكثر,79
1710,للتحميل,1
1711,آندرويد,1
1712,nOللتحميل,1
1713,آيفون,17
1714,صحيفة,34
1715,يحيىقدري,3
1716,عودة,21
1717,أحمدشفيق,37
1718,ل,197
1719,باتت,8
1720,حتمية,2
1721,عبر,94
1722,نبض,19
1723,NabdApp,11
1724,أ,14
1725,عقلالباهلي,1
1726,الأسبوعفيساعة,2
1727,باتفاق,1
1728,الحوثي,19
1729,واستمر,1
1730,الانقلابيون,4
1731,القتال,9
1732,AliHarbiF15,1
1733,شركالرافضهفيعاشوراشيعييحرقاخوانه,1
1734,الحمد,29
1735,لله,46
1736,نعمة,12
1737,صرفو,1
1738,هالمليارات,1
1739,بالمسلسلات,1
1740,حياتنا,2
1741,بالواقع,1
1742,بكون,2
1743,وفرو,2
1744,المشاهد,2
1745,نسبة,10
1746,القناعه,1
1747,دارما,1
1748,الخيال,3
1749,Article,1
1750,البديل,17
1751,لخدمة,5
1752,المنتهية,1
1753,نقطة,13
1754,أخيرة,1
1755,قانون,45
1756,التظاهر,7
1757,يحتاج,17
1758,إعادة,10
1759,النظر,13
1760,عقوباته,1
1761,كما,67
1762,الببلاوي,8
1763,أصدره,2
1764,عهده,2
1765,وبنفسه,1
1766,أرائيتم,1
1767,وصل,20
1768,بعقولنا,1
1769,25,26
1770,الميدانمفتي,1
1771,الدم,12
1772,الانقلابي,3
1773,صدق,13
1774,اعدام,1
1775,528,1
1776,احالة,2
1777,اوراقهم,1
1778,اليه,4
1779,اهلييييينا,1
1780,اخضر,27
1781,سد,15
1782,النهضة,8
1783,ينبغي,5
1784,فعله,8
1785,ريكي,46
1786,مارتن,55
1787,وخطيبه,3
1788,يثيران,2
1789,ضجة,3
1790,جديده,5
1791,وهذه,7
1792,تفاصيل,17
1793,خطوبتهما,2
1794,بتفح,1
1795,مثلا,17
1796,اتفاجئ,1
1797,بال,8
1798,ريكويست,2
1799,مسج,1
1800,المحن,2
1801,اللاعب,7
1802,إزا,1
1803,بتعرفوهوجه,1
1804,الجمعية,7
1805,البرلمانية,6
1806,نريد,11
1807,منكم,16
1808,تضعوا,1
1809,حدا,15
1810,لتحركات,1
1811,أعضاء,4
1812,المنظمات,5
1813,الإرهابية,11
1814,بلادكم,2
1815,ولأنشطتهم,1
1816,الدعائية,2
1817,إهداء,1
1818,أمى,1
1819,الغاليه,1
1820,الإمارات,26
1821,الستينات,1
1822,2000,5
1823,قبائل,4
1824,متفرقة,2
1825,أصبحت,15
1826,تصنع,6
1827,الحكام,9
1828,للعرب,5
1829,أصحاب,3
1830,4000,2
1831,أخبار,22
1832,رياضية,4
1833,فيروس,6
1834,الفيفا,7
1835,يصب,1
1836,نجما,1
1837,أكدت,3
1838,ماركا,4
1839,الإسبانية,3
1840,ديموقراطية,1
1841,معارضة,5
1842,قوية,11
1843,مثل,92
1844,القاطرة,1
1845,كوابح,1
1846,وعي,2
1847,سياسة,14
1848,نهضة,3
1849,الاصلاحيون,1
1850,فرحو,1
1851,سحل,3
1852,القذافي,2
1853,وشجعو,1
1854,والطائرات,2
1855,الاماراتيه,1
1856,والقطريه,1
1857,وهي,32
1858,تقصف,3
1859,قواته,4
1860,والان,6
1861,مايدرون,1
1862,الليبي,6
1863,يعاني,6
1864,النجمة,17
1865,اللبنانية,10
1866,إليسا,11
1867,الحلقة,16
1868,الاولى,14
1869,الاعلامي,6
1870,الجمعة,17
1871,المقبل,10
1872,gnZ7IC4,1
1873,مردخاي,2
1874,حماس,59
1875,وحدها,1
1876,المسؤولة,3
1877,يحدث,28
1878,حدود,10
1879,غزة,46
1880,اضطرابات,1
1881,ومن,65
1882,التسلل,3
1883,سكان,5
1884,نحو,12
1885,سيعرض,1
1886,حياته,9
1887,للخطر,2
1888,إهتمامك,1
1889,بمن,3
1890,يهتم,5
1891,بك,23
1892,ترتكبه,2
1893,بحق,20
1894,نفسك,26
1895,وغباء,3
1896,ستندم,1
1897,الدمامالانانتم,1
1898,تشوفونها,1
1899,كذاانا,1
1900,ماشوف,1
1901,اسم,25
1902,الدماماتذكر,1
1903,رطوبتها,1
1904,حزنى,1
1905,عميق,3
1906,الجيل,3
1907,القادم,21
1908,قدوة,6
1909,ادب,5
1910,فن,12
1911,اعلام,15
1912,قضاء,11
1913,اغلب,5
1914,رموز,6
1915,سيئة,3
1916,يقال,7
1917,مونتهي,1
1918,حقق,11
1919,الذهبية,21
1920,صحيح,26
1921,ريالمدريد,47
1922,فكره,7
1923,ابداعية,3
1924,يقابلها,4
1925,بثلاثة,3
1926,مراحل,7
1927,مقاومة,8
1928,تقليد,4
1929,آعد,2
1930,قرآتها,3
1931,والقهر,1
1932,الحكم,32
1933,فقر,1
1934,مدقع,1
1935,وبيئة,1
1936,وضيعة,1
1937,وبعده,1
1938,أثرياء,1
1939,والشعب,10
1940,بين,202
1941,أمرين,1
1942,الفقر,4
1943,والغربة,1
1944,حصريا,3
1945,24,21
1946,يجب,52
1947,السودانية,3
1948,تعمل,16
1949,حل,33
1950,الأزمة,14
1951,شرق,31
1952,السودان,11
1953,malakalhusaini,34
1954,مابي,3
1955,مبلغ,8
1956,مالي,8
1957,تكفين,11
1958,تعرفون,2
1959,الفرحه,5
1960,تحسون,2
1961,نفسكم,3
1962,طايرينللسماء,1
1963,اعيشها,2
1964,والسبب,7
1965,فلان,2
1966,بدلة,24
1967,القلب,121
1968,عابس,15
1969,لمن,32
1970,تجهز,1
1971,٤,32
1972,مفرقعه,1
1973,والمانيا,1
1974,تستعد,4
1975,لتجهيزالنازحين,1
1976,بطانيهعلامة,1
1977,تعجب,14
1978,بعدلحد,1
1979,يسولف,1
1980,بالعروبه,1
1981,لوبابانويلعراقي,1
1982,BaaSerah,1
1983,hasan201511,1
1984,تسليم,14
1985,السلاح,6
1986,يسلمون,1
1987,الجبهة,2
1988,وأفرادها,1
1989,للروس,3
1990,كإرهابيين,3
1991,قربان,1
1992,لرضى,1
1993,عنهم,13
1994,مايريدونه,1
1995,ميركل,3
1996,المسؤول,8
1997,الأول,22
1998,وقف,24
1999,إطلاق,14
2000,النار,16
2001,الموظفةالسعودية,1
2002,لديها,6
2003,القدرة,3
2004,لإقتناء,1
2005,سيارات,8
2006,ولكن,52
2007,الوقت,30
2008,الحالي,5
2009,٣,63
2010,٪,10
2011,راتبها,1
2012,يذهب,10
2013,أوبر,24
2014,كريمما,1
2015,جبنا,2
2016,طاري,3
2017,النقلالصباحي,1
2018,Dotmsr,3
2019,تسريبات,4
2020,قطر,53
2021,تدعم,13
2022,خطة,12
2023,المواجهة,3
2024,لتفاصيل,2
2025,مامن,1
2026,غذى,1
2027,قزنتقزن,1
2028,ضناك,1
2029,ياذيب,1
2030,ياللهبنغازي,1
2031,الحبيشي,1
2032,اللجنة,20
2033,العامة,14
2034,للمؤتمر,2
2035,الشعبي,3
2036,واميناعامامساعد,1
2037,سلطان,6
2038,البركاني,1
2039,قرار,45
2040,يتخذه,1
2041,صادق,9
2042,أمين,16
2043,راس,9
2044,مرفق,1
2045,بالمحتوى,1
2046,لينك,3
2047,للفيديو,1
2048,والداخلية,3
2049,والبلطجية,2
2050,ايد,5
2051,واحدة,36
2052,لارتكاب,2
2053,جرائم,21
2054,وحشية,4
2055,جديدة,55
2056,تظاهراته,1
2057,السلمية,2
2058,0,71
2059,اغسطس,2
2060,يستعيد,3
2061,ثورته,2
2062,شفت,17
2063,سلسلة,13
2064,هارى,3
2065,كلها,33
2066,وهشوفها,1
2067,تانى,4
2068,انهارداعااااااااش,1
2069,شكرا,40
2070,للكاتبه,1
2071,الجميله,4
2072,بشاير,1
2073,العازمي,1
2074,كلامها,1
2075,سناب,6
2076,روايتي,1
2077,وبانتظار,1
2078,ابداعاتها,1
2079,الجايه,2
2080,معرض,10
2081,الكتاب,13
2082,abuali1968,1
2083,أهل,25
2084,ركزوا,3
2085,بأندية,1
2086,Good,2
2087,luck,1
2088,الوطنسبورت,1
2089,نتيجة,20
2090,الأشعة,2
2091,أجراها,1
2092,أحمدالشيخ,3
2093,ركبته,2
2094,الإلكترونية,5
2095,يعترف,9
2096,دربنا,1
2097,مئات,8
2098,الضباط,10
2099,العراقيين,7
2100,الأردن,12
2101,العرا,2
2102,NadApp,2
2103,أوباما,140
2104,يتوقع,8
2105,إرسال,6
2106,بشر,7
2107,بحلول,5
2108,العقد,5
2109,الثالث,10
2110,القرن,5
2111,رب,32
2112,عبدك,3
2113,جلال,4
2114,عامر,3
2115,جعلنا,1
2116,جميعا,17
2117,نبتسم,3
2118,وأدخل,2
2119,السرور,1
2120,قلوبنا,5
2121,أجعله,1
2122,مبتسما,1
2123,عندك,26
2124,مسرورا,1
2125,جنتك,2
2126,احمدشفيقتابعوا,1
2127,النجم,5
2128,محمدشاهين,1
2129,صفحه,3
2130,الرسميه,1
2131,الفيس,9
2132,بوكمؤشر,1
2133,اليد,127
2134,الخلفية,55
2135,يشير,43
2136,لأسفل,45
2137,بنفسجي,18
2138,FwoSQvaالشخصيهمؤشر,1
2139,نائبي,1
2140,إمراة,1
2141,مسيحي,2
2142,دعاية,5
2143,انتخابية,2
2144,سيتم,15
2145,إختيار,1
2146,الاكفأ,1
2147,مجال,10
2148,سواء,16
2149,صلى,22
2150,وسلم,23
2151,أقرب,7
2152,العبد,3
2153,ربه,4
2154,ساجد,2
2155,فأكثروا,1
2156,الدعاء,7
2157,رواه,4
2158,انقلاب,10
2159,أغلقوا,1
2160,القنوات,7
2161,الإسلامية,19
2162,وفتحوا,1
2163,الإباحية,1
2164,ويجدون,1
2165,يصفق,1
2166,ويهتف,1
2167,لسيسي,2
2168,رامي,42
2169,عياش,44
2170,بحبك,10
2171,يخون,4
2172,الإسلام,52
2173,ويخذل,2
2174,المستضعفين,6
2175,المسلمين,46
2176,يرحم,7
2177,الأطفال,11
2178,اليتامى,2
2179,والنساء,4
2180,الثكالى,2
2181,والعجز,2
2182,مصرلنتركع,9
2183,عمرها,8
2184,صلت,2
2185,فاتح,35
2186,الفلول,12
2187,والثوار,3
2188,الكلام,24
2189,يختلط,1
2190,الامرالثوار,1
2191,اجل,27
2192,الثورة,86
2193,والفلول,2
2194,السلطة,16
2195,يلتقيان,1
2196,قفلت,1
2197,ساعتها,4
2198,فالحمدلله,1
2199,بجد,17
2200,منظري,1
2201,ابن,33
2202,وسخه,1
2203,وما,52
2204,زال,10
2205,بردو,3
2206,هالظلم,1
2207,أين,19
2208,رشا,2
2209,أبوزكي,1
2210,عنعنصرية,1
2211,الوزير,10
2212,المياومين,1
2213,يطلبوا,1
2214,يحضروا,1
2215,يوميا,7
2216,العمل,23
2217,شغل,11
2218,وين,29
2219,الدولة,43
2220,اخوان,13
2221,لوط,2
2222,ناس,36
2223,طاهرة,3
2224,ههههههههههه,7
2225,فف,1
2226,نفسه,46
2227,بملاية,1
2228,سرير,2
2229,بيتهم,3
2230,ولاأيه,1
2231,ياليلة,1
2232,سودة,1
2233,أيه,4
2234,عامله,5
2235,وبيضحك,1
2236,ابوي,4
2237,اذا,100
2238,عجزتي,2
2239,بتصيرين,2
2240,زي,69
2241,ههههوجه,2
2242,قليلا,19
2243,مجروح,115
2244,barca1yousef,2
2245,وضعكم,2
2246,تافهين,2
2247,عاهات,8
2248,وردالآنمصرع,1
2249,ضباع,1
2250,نصيرية,1
2251,حلبوهم,1
2252,ريف,13
2253,طرطوس,2
2254,LionelFCB,5
2255,توصل,2
2256,نهائيات,4
2257,قارية,1
2258,متتالية,2
2259,بدونه,4
2260,فرق,15
2261,بينك,2
2262,اندورا,1
2263,المركز,10
2264,20,36
2265,بالتصنيف,3
2266,العالمي,23
2267,qussady,2
2268,Alيضحك,1
2269,6fa,1
2270,يستر,4
2271,مايزعل,1
2272,علينا,43
2273,اخوتنا,3
2274,اللبرالين,1
2275,ويقولون,5
2276,اننا,5
2277,عدائين,1
2278,واقصائين,1
2279,حنون,1
2280,وهادى,1
2281,ماهر,6
2282,زين,10
2283,فولورى,1
2284,الحلوين,1
2285,سمكةبتصبح,1
2286,elissakh,16
2287,عايشه,2
2288,حب,15
2289,معاك,12
2290,واخدانيوصعب,1
2291,تتكرر,1
2292,تانيوبعيشها,1
2293,انت,120
2294,بعيد,22
2295,قداميواخيرا,1
2296,الايام,9
2297,رضيو,1
2298,عليا,19
2299,sarraht,2
2300,قصدك,3
2301,خبره,4
2302,اجهزة,6
2303,اللاب,2
2304,توب,6
2305,أمازون,25
2306,تنافس,7
2307,بخدمة,2
2308,مشابهة,1
2309,يوتيوب,8
2310,طريق,32
2311,النجاح,6
2312,ws4,1
2313,نفاق,7
2314,الجموع,1
2315,آفات,1
2316,مجتمعاتنا,2
2317,فالكثير,1
2318,يعبرون,1
2319,مواقفهم,2
2320,جلساتهم,1
2321,الخاصة,17
2322,ومكالمات,1
2323,الهاتف,4
2324,بينما,14
2325,ينافقون,1
2326,الجماهير,10
2327,العلن,2
2328,خوفا,10
2329,شعبيتهم,1
2330,Arabworld,1
2331,Worldwide,1
2332,تتحدى,10
2333,أبل,85
2334,سامسونغ,18
2335,لغير,2
2336,المنتمين,2
2337,الازهر,3
2338,اعتلاء,1
2339,منابر,1
2340,المساجد,12
2341,كفاية,15
2342,عك,1
2343,فيحاجةصح,2
2344,عزاء,15
2345,الساحر,8
2346,محمودعبدالعزيز,16
2347,توافد,1
2348,عدد,28
2349,كبير,43
2350,الفنانين,1
2351,رأسهم,2
2352,الزعيم,13
2353,عادلإمام,27
2354,الأمن,48
2355,هيحل,1
2356,السياسة,14
2357,وفشل,2
2358,طنطاوي,4
2359,يحله,1
2360,ناجحة,3
2361,وذكية,1
2362,وغير,8
2363,نزيف,2
2364,دم,12
2365,تعقلون,1
2366,سكوت,2
2367,يبيد,2
2368,أباد,1
2369,ويبيد,1
2370,مدن,9
2371,ليبيا,81
2372,سوى,10
2373,الأنظمة,3
2374,العميلة,1
2375,الخليج,52
2376,حلبتبادبسكوتالعرب,1
2377,فهموني,1
2378,يقدر,13
2379,يدفع,5
2380,٨٠,1
2381,شنطة,5
2382,البديهي,1
2383,أنه,44
2384,١٢٠,1
2385,للسفر,2
2386,درجة,9
2387,رجال,20
2388,الأعمال,8
2389,غلط,12
2390,Saudi,1
2391,قاربت,1
2392,ابشع,3
2393,مجزرة,10
2394,الانساني,1
2395,فضاعتصامرابعة,1
2396,مليئة,2
2397,بالحسرة,1
2398,يمزجها,1
2399,الامل,3
2400,الصبر,6
2401,ارشح,1
2402,قيادات,13
2403,وشرعيي,1
2404,جبهةالنصرة,8
2405,لنيل,2
2406,جائزة,10
2407,أوسكار,4
2408,التأليف,2
2409,المسرحي,1
2410,وكتابة,1
2411,القصة,7
2412,الخيالية,1
2413,القصيرة,1
2414,ريتويت,17
2415,كنت,79
2416,مؤيدا,2
2417,برميل,1
2418,يحكى,1
2419,سهرة,3
2420,رمضانية,2
2421,جمعت,5
2422,وعدد,1
2423,الانقلابيين,6
2424,القذافى,2
