Unnamed: 0,Arabic Term,Positive Count,Negative Count,Buckwalter index,Sentiment Score
594,متشوقين,6,0,mt$wqyn,1.835
595,ميمو,28,14,mymw,0.5479999999999999
596,الرياجيل,9,4,AlryAjyl,0.5820000000000001
597,افز,5,14,Afz,-1.0270000000000001
598,ميغلاش,11,1,myglA$,1.681
599,( ربنا,6,4,(rbnA,0.225
600,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,3,32,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,-2.221
601,هيكي,1,6,hyky,-1.364
602,عض,110,111,ED,-0.12
603,cute,22,11,cute,0.54
604,بتدي,30,11,btdy,0.838
605,": "" (",36,390,":""(",-2.469
606,توتي,95,37,twty,0.816
607,واضع,28,10,wADE,0.858
608,جهني,9,18,jhny,-0.753
609,قناع,155,72,qnAE,0.648
610,هعهعععهعهعهعهعهعه,7,0,hEhEEEhEhEhEhEhEh,1.9680000000000002
611,alexandria,10,3,alexandria,0.9009999999999999
612,هالتفكير,4,5,hAltfkyr,-0.293
613,نيهال,5,3,nyhAl,0.294
614,خدام,57,96,xdAm,-0.625
615,بتاعة,246,77,btAEp,1.042
616,تككككفي,0,8,tkkkkfy,-2.3080000000000003
617,ابلق,5,5,Ablq,-0.111
618,عوج,10,8,Ewj,0.09
619,اععع,3,5,AEEE,-0.517
620,"كاملة ,",7,0,"kAmlp,",1.9680000000000002
621,حبييييبي,1,7,Hbyyyyby,-1.4969999999999999
622,روريتا,5,0,rwrytA,1.681
623,شسالفه,41,103,$sAlfh,-1.018
624,قسي,14,49,qsy,-1.315
625,بشوفك,67,63,b$wfk,-0.05
626,عينتس,2,5,Eynts,-0.804
627,لعيب,112,21,lEyb,1.525
628,انكب,7,12,{nkb,-0.597
629,يضيعلك,5,2,yDyElk,0.5820000000000001
630,j ' ai,6,7,j'ai,-0.245
631,هالمشكلة,7,5,hAlm$klp,0.177
632,نازح,8,16,nAzH,-0.747
633,حقر,30,46,Hqr,-0.527
634,should,9,0,should,2.1919999999999997
635,هحتفظ,6,0,hHtfZ,1.835
636,fifa15,5,0,fifa15,1.681
637,يااخوان,9,15,yAAxwAn,-0.581
638,الححب,1,9,AlHHb,-1.72
639,اتعلموا,21,5,AtElmwA,1.188
640,الصرااحه,6,2,AlSrAAHh,0.736
641,محححد,1,5,mHHHd,-1.21
642,عالارض,29,21,EAlArD,0.19899999999999998
643,المح,16,16,AlmH,-0.111
644,الحظات,0,51,AlHZAt,-4.062
645,# shereenyehiaarmy,76,33,#shereenyehiaarmy,0.706
646,رومانسي,271,204,rwmAnsy,0.172
647,تبلش,9,9,tbl$,-0.111
648,هبكي,2,14,hbky,-1.72
649,ناقصلي,6,2,nAqSly,0.736
650,مفش,6,6,mf$,-0.111
651,فولورزي,4,30,fwlwrzy,-1.936
652,ادارة,540,416,AdArp,0.149
653,drug,9,0,drug,2.1919999999999997
654,انقفطت,3,5,AnqfTt,-0.517
655,هتاخدي,21,6,htAxdy,1.034
656,# بتحبك,5,2,#btHbk,0.5820000000000001
657,شافن,11,32,$Afn,-1.123
658,مستر,191,62,mstr,1.003
659,زجاجي,6,2,zjAjy,0.736
660,انتكاس,12,7,{ntkAs,0.374
661,تويتك,16,3,twytk,1.3359999999999999
662,ياحضرة,5,0,yAHDrp,1.681
663,# حكيم,8,1,#Hkym,1.393
664,تييب,5,3,tyyb,0.294
665,شدو,42,85,$dw,-0.804
666,الهيونغ,1,8,Alhywng,-1.615
667,قيمز,4,6,qymz,-0.44799999999999995
668,بحري,44,29,bHry,0.294
669,تزييف,5,5,tzyyf,-0.111
670,الس,56,77,Als,-0.425
671,خرط,19,9,xrT,0.5820000000000001
672,اعتق,10,29,AEtq,-1.114
673,صيانة,59,51,SyAnp,0.032
674,smile,32,9,smile,1.083
675,طايع,2,5,TAyE,-0.804
676,ابعتهالك,13,1,AbEthAlk,1.835
677,leave,6,1,leave,1.1420000000000001
678,اشرحلي,12,3,A$rHly,1.068
679,الشوكولا,11,5,Al$wkwlA,0.5820000000000001
680,ذووووق,10,2,*wwwwq,1.188
681,جروبات,5,3,jrwbAt,0.294
682,. . . . . . . . . . . . . . . . .,6,13,.................,-0.804
683,متوعد,1,10,mtwEd,-1.8159999999999998
684,محسوس,9,4,mHsws,0.5820000000000001
685,show,7,10,show,-0.429
686,poetry,0,54,poetry,-4.118
687,عجبو,6,1,Ejbw,1.1420000000000001
688,اكتيفيت,10,4,Aktyfyt,0.677
689,عاشو,7,9,EA$w,-0.33399999999999996
690,# حكم,17,8,#Hkm,0.5820000000000001
691,يوم ?,4,17,ywm?,-1.392
692,# اردن,31,14,#Ardn,0.647
693,واليوفي,3,6,wAlywfy,-0.6709999999999999
694,هكسب,9,2,hksb,1.093
695,مديل,9,1,mdyl,1.4980000000000002
696,اطمئنان,20,19,{Tm}nAn,-0.062
697,بقوول,12,4,bqwwl,0.8440000000000001
698,هالصور,15,38,hAlSwr,-1.002
699,الزماالك,4,6,AlzmAAlk,-0.44799999999999995
700,: ( ( ( ( ( ( ( ( (,1,6,:(((((((((,-1.364
701,بدونج,3,17,bdwnj,-1.615
702,انححرم,0,6,AnHHrm,-2.057
703,نداريم,0,5,ndArym,-1.903
704,سايبني,11,32,sAybny,-1.123
705,اسمي,23,18,Asmy,0.12300000000000001
706,مسي,116,47,msy,0.78
707,تشتاقلك,18,10,t$tAqlk,0.436
708,البررد,2,7,Albrrd,-1.092
709,حودة,59,5,Hwdp,2.1919999999999997
710,علزق,15,24,Elzq,-0.557
711,اثبت,571,369,Avbt,0.325
712,قربي,25,28,qrby,-0.22
713,# تذكير,13,0,#t*kyr,2.528
714,تعشي,102,79,tE$y,0.142
715,متحجر,8,4,mtHjr,0.47700000000000004
716,توقع,1605,1678,twqE,-0.155
717,صارلها,8,18,SArlhA,-0.858
718,جبتوه,8,4,jbtwh,0.47700000000000004
719,لونلي,2,14,lwnly,-1.72
720,هتحتفل,7,12,htHtfl,-0.597
721,وميعرفوش,0,5,wmyErfw$,-1.903
722,كفتة,84,33,kftp,0.805
723,hhhhhh,8,0,hhhhhh,2.086
724,# الدومري,5,0,#Aldwmry,1.681
725,مايكونش,12,4,mAykwn$,0.8440000000000001
726,# اطفال _ سوريا _ تتجمد,0,5,#ATfAl_swryA_ttjmd,-1.903
727,اقدرر,0,5,Aqdrr,-1.903
728,امباليه,25,4,AmbAlyh,1.538
729,رثاء,9,12,rvA',-0.373
730,# توفي,2,7,#twfy,-1.092
731,sayed,11,8,sayed,0.177
732,تلميع,10,1,tlmyE,1.594
733,ابغئ,2,19,Abg},-2.008
734,هااي,19,16,hAAy,0.051
735,بتشوفين,12,6,bt$wfyn,0.508
736,ال 24,6,3,Al24,0.449
737,osama,24,9,osama,0.805
738,يخسي,28,22,yxsy,0.121
739,حسسابي,1,5,HssAby,-1.21
740,بتحلمي,7,2,btHlmy,0.87
741,movies,6,2,movies,0.736
742,مشهد,264,308,m$hd,-0.265
743,# معااك,9,1,#mEAAk,1.4980000000000002
744,مبقااش,0,5,mbqAA$,-1.903
745,يالخاينه,1,5,yAlxAynh,-1.21
746,خيرت,12,6,xyrt,0.508
747,خخيير,0,6,xxyyr,-2.057
748,خايفهه,2,10,xAyfhh,-1.41
749,هاقولك,31,3,hAqwlk,1.9680000000000002
750,شبت,9,1,$bt,1.4980000000000002
751,حيعجبك,5,2,HyEjbk,0.5820000000000001
752,محبوب,100,108,mHbwb,-0.187
753,السهوكه,6,2,Alshwkh,0.736
754,araclyla,5,2,araclyla,0.5820000000000001
755,بيسب,15,4,bysb,1.052
756,يااااااااااااااااااااااااااااااااارب,0,5,yAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAArb,-1.903
757,خذت,11,59,x*t,-1.72
758,قع,3,6,qE,-0.6709999999999999
759,# وداعا _ يوسف _ محي,0,11,#wdAEA_ywsf_mHy,-2.596
760,# صدمة,1,9,#Sdmp,-1.72
761,شيطاني,15,10,$yTAny,0.264
762,مساواة,36,13,msAwAp,0.861
763,rose,7,0,rose,1.9680000000000002
764,alaa,28,12,alaa,0.691
765,# شوق,1,12,#$wq,-1.983
766,ابن,2771,1502,{bn,0.501
767,تورية,25,19,twryp,0.151
768,تبكي,0,17,tbky,-3.0010000000000003
769,وهنروح,6,1,whnrwH,1.1420000000000001
770,# كاش,0,5,#kA$,-1.903
771,ماسور,7,4,mAswr,0.359
772,حاضنة,8,8,HADnp,-0.111
773,صباحكوا,7,3,SbAHkwA,0.5820000000000001
774,البورن,17,2,Albwrn,1.681
775,وهنسي,1,5,whnsy,-1.21
776,شفتوا,34,100,$ftwA,-1.171
777,# مدفون,3,5,#mdfwn,-0.517
778,ميب,7,16,myb,-0.865
779,# جامعة,2,10,#jAmEp,-1.41
780,ينمزح,7,5,ynmzH,0.177
781,ياوزه,7,0,yAwzh,1.9680000000000002
782,مديت,5,11,mdyt,-0.804
783,فاكر ?,6,0,fAkr?,1.835
784,تظبيط,7,2,tZbyT,0.87
785,هطلعلك,7,0,hTlElk,1.9680000000000002
786,مقدرناش,6,0,mqdrnA$,1.835
787,هتجنن,11,9,htjnn,0.071
788,اااا,34,29,AAAA,0.043
789,بيتحل,5,1,bytHl,0.988
790,عنكي,5,5,Enky,-0.111
791,# المهشتجين _ هيغرقوك _ فولورز,5,0,#Almh$tjyn_hygrqwk_fwlwrz,1.681
792,بتقولوا,30,8,btqwlwA,1.126
793,ال 3,44,18,Al3,0.7509999999999999
794,الابلكيشن,16,10,AlAblky$n,0.324
795,dog,5,4,dog,0.071
796,ههههههههههههههههههههههههههههههههههههههههههههههههههههه,36,119,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,-1.288
797,هالاسئلة,4,7,hAlAs}lp,-0.581
798,مسعود,48,30,msEwd,0.34700000000000003
799,ياتتح,5,0,yAttH,1.681
800,جرا,7,0,jrA,1.9680000000000002
801,عواافي,1,5,EwAAfy,-1.21
802,هنلم,7,2,hnlm,0.87
803,خخخخير,1,5,xxxxyr,-1.21
804,هالانمي,1,10,hAlAnmy,-1.8159999999999998
805,مقوس,1,5,mqws,-1.21
806,# yuc,1,6,#yuc,-1.364
807,كاسب,7,1,kAsb,1.275
808,مااااشي,20,5,mAAAA$y,1.1420000000000001
809,هنتجمع,6,3,hntjmE,0.449
810,مجهود,195,73,mjhwd,0.863
811,مبسم,16,44,mbsm,-1.084
812,عكم,4,7,Ekm,-0.581
813,مافهمته,8,13,mAfhmth,-0.5529999999999999
814,اصغر,222,192,ASgr,0.033
815,مزعل,15,15,mzEl,-0.111
816,مذهب,122,22,m*hb,1.5659999999999998
817,# شاب _ يدهس _ كلب _ حتي _ الموت,5,5,#$Ab_ydhs_klb_Hty_Almwt,-0.111
818,ممل,165,372,mml,-0.9209999999999999
819,امثل,50,38,Amvl,0.157
820,هاموره,4,23,hAmwrh,-1.68
821,( ن ),15,23,(n),-0.517
822,بامبام,7,14,bAmbAm,-0.74
823,تعاالي,6,11,tEAAly,-0.65
824,ياابنتي,5,2,yAAbnty,0.5820000000000001
825,سحاتي,6,0,sHAty,1.835
826,اقرار,15,1,AqrAr,1.9680000000000002
827,ناكر,19,20,nAkr,-0.16
828,منكدين,6,8,mnkdyn,-0.36200000000000004
829,ب 20,9,9,b20,-0.111
830,# نفاق,6,5,#nfAq,0.043
831,# ساجد,3,6,#sAjd,-0.6709999999999999
832,جلد,364,255,jld,0.244
833,شحليلهم,1,5,$Hlylhm,-1.21
834,تهذيب,11,3,th*yb,0.988
835,بتضل,15,12,btDl,0.09699999999999999
836,جاي,1185,679,jAy,0.445
837,# استراليا _ الكويت,10,18,#AstrAlyA_Alkwyt,-0.6579999999999999
838,بنقلع,2,7,bnqlE,-1.092
839,# جمال,19,2,#jmAl,1.786
840,screenshot,8,0,screenshot,2.086
841,# we _ love _ prophet _ mohammad,14,10,#we_love_prophet_mohammad,0.19899999999999998
842,shit,17,11,shit,0.294
843,الدرداء,0,5,AldrdA',-1.903
844,بتحطوا,8,0,btHTwA,2.086
845,كعك,18,17,kEk,-0.057
846,ونيفيز,13,9,wnyfyz,0.225
847,قانوني,70,11,qAnwny,1.6669999999999998
848,هالثلاث,0,12,hAlvlAv,-2.676
849,صحصح,9,7,SHSH,0.11199999999999999
850,باكي,41,48,bAky,-0.265
851,# عماد _ متعب,6,1,#EmAd_mtEb,1.1420000000000001
852,نهضة,29,21,nhDp,0.19899999999999998
853,كريستل,0,5,krystl,-1.903
854,اتسوشي,0,5,Atsw$y,-1.903
855,وقوليلي,25,4,wqwlyly,1.538
856,حساس,141,193,HsAs,-0.423
857,هتحل,13,7,htHl,0.449
858,سفيه,92,61,sfyh,0.294
859,اتطنز,4,11,AtTnz,-0.987
860,ابتدت,19,23,Abtdt,-0.293
861,# مطر,23,10,#mTr,0.669
862,بتشقلب,6,2,bt$qlb,0.736
863,ربوع,17,37,rbwE,-0.858
864,رستم,13,2,rstm,1.429
865,رؤوف,20,17,rWwf,0.043
866,يااستاذه,5,2,yAAstA*h,0.5820000000000001
867,خمناشر,14,5,xmnA$r,0.805
868,ماسي,8,3,mAsy,0.7
869,eejaad,7,0,eejaad,1.9680000000000002
870,فوطة,12,16,fwTp,-0.379
871,اموي,13,6,Amwy,0.5820000000000001
872,ابال,187,140,AbAl,0.177
873,ابتر,17,9,Abtr,0.47700000000000004
874,بيعرص,5,3,byErS,0.294
875,الحتسي,3,12,AlHtsy,-1.29
876,يالبييه,1,5,yAlbyyh,-1.21
877,عنزة,19,11,Enzp,0.4
878,فاس,11,17,fAs,-0.517
879,سعودة,8,1,sEwdp,1.393
880,قطة,10,2,qTp,1.188
881,موشكرين,63,8,mw$kryn,1.851
882,داعيلك,3,6,dAEylk,-0.6709999999999999
883,عاجبها,18,7,EAjbhA,0.754
884,ابجدي,6,0,Abjdy,1.835
885,فهد,343,389,fhd,-0.237
886,تمااااام,7,2,tmAAAAAm,0.87
887,سيم,109,143,sym,-0.38
888,دباستي,0,5,dbAsty,-1.903
889,نوور,18,7,nwwr,0.754
890,صيحة,54,280,SyHp,-1.742
891,جمااعه,6,6,jmAAEh,-0.111
892,منطق,286,90,mnTq,1.038
893,ماشاالله,7,6,mA$AAllh,0.022000000000000002
894,نضافة,20,3,nDAfp,1.547
895,غثاء,6,9,gvA',-0.46799999999999997
896,الفلوينق,2,5,Alflwynq,-0.804
897,سيح,12,8,syH,0.257
898,كمي,105,116,kmy,-0.21
899,تصدر,60,24,tSdr,0.7809999999999999
900,! ! ! ! ! ! !,29,69,!!!!!!!,-0.958
901,جيتار,12,10,jytAr,0.055999999999999994
902,# دراسة,8,23,#drAsp,-1.092
903,# مظلوم,2,9,#mZlwm,-1.315
904,قلتهالك,5,1,qlthAlk,0.988
905,دعثة,0,5,dEvp,-1.903
906,اتحادي,130,129,{tHAdy,-0.10300000000000001
907,اشتتقت,0,9,A$ttqt,-2.414
908,exams,11,13,exams,-0.265
909,فيتس,17,18,fyts,-0.165
910,بيحكي,37,14,byHky,0.818
911,هوية,65,65,hwyp,-0.111
912,عملية,327,262,Emlyp,0.11
913,مدي,170,142,mdy,0.068
914,حريم,239,146,Hrym,0.379
915,حطلي,6,3,HTly,0.449
916,app,27,12,app,0.6559999999999999
917,him,24,17,him,0.217
918,بتخسرو,5,2,btxsrw,0.5820000000000001
919,منقول,60,45,mnqwl,0.171
920,# حدد _ موقعك _ براس _ السنه,0,7,#Hdd_mwqEk_brAs_Alsnh,-2.19
921,اصرار,49,20,ASrAr,0.7559999999999999
922,# حافظ,3,5,#HAfZ,-0.517
923,علماني,98,18,ElmAny,1.54
924,"دي ,",42,3,"dy,",2.2640000000000002
925,شارة,18,13,$Arp,0.19399999999999998
926,بمكوتك,9,1,bmkwtk,1.4980000000000002
927,# حنين,6,14,#Hnyn,-0.873
928,رمز,193,88,rmz,0.6679999999999999
929,بيخطط,5,0,byxTT,1.681
930,الهاشتاقات,12,13,AlhA$tAqAt,-0.185
931,درجاات,5,6,drjAAt,-0.265
932,# شيخ,6,4,#$yx,0.225
933,شفايني,5,13,$fAyny,-0.958
934,بيقولو,121,48,byqwlw,0.8009999999999999
935,انمسحت,2,5,AnmsHt,-0.804
936,اخوانية,20,3,AxwAnyp,1.547
937,منشاة,13,5,mn$Ap,0.736
938,# شو _ عم _ بيصير _ بفرنسا,12,1,#$w_Em_bySyr_bfrnsA,1.761
939,اللذينه,7,8,All*ynh,-0.22899999999999998
940,انهمر,5,16,{nhmr,-1.1520000000000001
941,ومكنش,17,6,wmkn$,0.833
942,غط,4,12,gT,-1.067
943,# غزة,54,99,#gzp,-0.7090000000000001
944,رجعولي,3,20,rjEwly,-1.7690000000000001
945,اماز,4,13,AmAz,-1.141
946,عوام,8,2,EwAm,0.988
947,system,6,4,system,0.225
948,بعييد,12,22,bEyyd,-0.682
949,anymore,0,5,anymore,-1.903
950,بحدا,5,9,bHdA,-0.622
951,انضج,6,2,AnDj,0.736
952,موثق,29,9,mwvq,0.988
953,# لم,19,17,#lm,-0.006
954,بيهزروا,8,1,byhzrwA,1.393
955,استيراد,16,1,{styrAd,2.029
956,# هيلر,2,7,#hylr,-1.092
957,ادعيله,14,12,AdEylh,0.032
958,نقي,126,50,nqy,0.8009999999999999
959,نويتي,1,7,nwyty,-1.4969999999999999
960,يا,55217,28007,yA,0.568
961,"علاقه ,",6,0,"ElAqh,",1.835
962,ايييه,101,161,Ayyyh,-0.574
963,ينعرض,5,10,ynErD,-0.7170000000000001
964,الدواير,11,2,AldwAyr,1.275
965,هتندمي,14,0,htndmy,2.597
966,ياخالد,24,15,yAxAld,0.335
967,سينباي,4,12,synbAy,-1.067
968,يجون,52,109,yjwn,-0.841
969,مابنخفش,6,0,mAbnxf$,1.835
970,هقبل,8,1,hqbl,1.393
971,زحلقة,4,9,zHlqp,-0.804
972,يلعبو,22,10,ylEbw,0.627
973,حداد,35,56,HdAd,-0.5710000000000001
974,مونة,17,2,mwnp,1.681
975,شاب,332,281,$Ab,0.055
976,رقي,133,97,rqy,0.20199999999999999
977,حايشني,25,12,HAy$ny,0.5820000000000001
978,تبول,19,11,tbwl,0.4
979,فيفو,9,3,fyfw,0.805
980,فكتوريا,14,12,fktwryA,0.032
981,غليش,0,6,gly$,-2.057
982,فارغ,122,91,fArg,0.179
983,وصخة,9,17,wSxp,-0.6990000000000001
984,bbm,25,30,bbm,-0.287
985,مرسم,9,16,mrsm,-0.642
986,امبراطور,12,7,AmbrATwr,0.374
987,boyhood,6,6,boyhood,-0.111
988,ااخ,2,66,AAx,-3.217
989,واهم,9,3,wAhm,0.805
990,لمااا,1,9,lmAAA,-1.72
991,متلازمة,20,28,mtlAzmp,-0.434
992,بسرق,10,7,bsrq,0.207
993,ظبطت,19,3,ZbTt,1.4980000000000002
994,ينزلي,7,6,ynzly,0.022000000000000002
995,je,26,16,je,0.35200000000000004
996,عالجامعة,8,9,EAljAmEp,-0.21600000000000003
997,هتدور,5,2,htdwr,0.5820000000000001
998,هههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,27,72,hhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhhh,-1.069
999,crazy,24,16,crazy,0.275
1000,متسالش,5,3,mtsAl$,0.294
1001,هاللحظه,2,31,hAllHZh,-2.478
1002,hot,9,3,hot,0.805
1003,النووور,14,4,Alnwwwr,0.988
1004,اففففففففف,0,5,Afffffffff,-1.903
1005,يرجججججع,0,7,yrjjjjjE,-2.19
1006,كلية,1001,567,klyp,0.457
1007,الاموشن,6,4,AlAmw$n,0.225
1008,# انا,159,99,#AnA,0.359
1009,مدخن,15,21,mdxn,-0.429
1010,سكري,38,20,skry,0.508
1011,فيفا 15,5,7,fyfA15,-0.39899999999999997
1012,املط,30,11,AmlT,0.838
1013,بوزيتيف,5,0,bwzytyf,1.681
1014,شري,229,242,$ry,-0.166
1015,يعدكك,0,6,yEdkk,-2.057
1016,ماظة,22,0,mAZp,3.0239999999999996
1017,الظغط,1,5,AlZgT,-1.21
1018,وانشهد,1,5,wAn$hd,-1.21
1019,غادة,177,155,gAdp,0.021
1020,واحفظي,5,0,wAHfZy,1.681
1021,تعاليلي,19,3,tEAlyly,1.4980000000000002
1022,جيمي,94,31,jymy,0.977
1023,هالنقطة,6,4,hAlnqTp,0.225
1024,خالدية,10,6,xAldyp,0.341
1025,الحل ?,4,18,AlHl?,-1.446
1026,تتزنق,7,1,ttznq,1.275
1027,# توريس,8,1,#twrys,1.393
1028,تشاؤم,49,36,t$AWm,0.19
1029,يامرام,2,5,yAmrAm,-0.804
1030,مقلتش,33,2,mqlt$,2.3169999999999997
1031,70,9,4,70,0.5820000000000001
1032,عكيت,12,8,Ekyt,0.257
1033,البشمهندس,6,1,Alb$mhnds,1.1420000000000001
1034,يحليلي,1,6,yHlyly,-1.364
1035,سلااااام,6,0,slAAAAAm,1.835
1036,الالشه,9,2,AlAl$h,1.093
1037,الكورسات,17,14,AlkwrsAt,0.071
1038,بيوزعوا,6,1,bywzEwA,1.1420000000000001
1039,الذي,2100,2253,Al*y,-0.18100000000000002
1040,نفل,27,29,nfl,-0.18
1041,or,109,17,or,1.699
1042,خساير,12,8,xsAyr,0.257
1043,وكيوت,20,34,wkywt,-0.622
1044,ليون,16,12,lywn,0.157
1045,هلبسها,8,1,hlbshA,1.393
1046,يوتيرن,1,6,ywtyrn,-1.364
1047,متماسك,9,3,mtmAsk,0.805
1048,تنويه,43,10,tnwyh,1.275
1049,شوووف,9,4,$wwwf,0.5820000000000001
1050,بقعاء,3,7,bqEA',-0.804
1051,سلسل,15,10,slsl,0.264
1052,شعرفني,0,7,$Erfny,-2.19
1053,ضدو,6,0,Ddw,1.835
1054,ملو,14,5,mlw,0.805
1055,اوت,45,57,Awt,-0.34299999999999997
1056,# crazy,2,5,#crazy,-0.804
1057,ماخلصتي,4,5,mAxlSty,-0.293
1058,تحليق,6,2,tHlyq,0.736
1059,ممرض,16,33,mmrD,-0.804
1060,fury,16,7,fury,0.643
1061,غوطة,11,11,gwTp,-0.111
1062,صفيحة,9,2,SfyHp,1.093
1063,فريد,147,59,fryd,0.792
1064,6 لشان,0,5,6l$An,-1.903
1065,ء (,1,5,'(,-1.21
1066,حسيتوا,0,7,HsytwA,-2.19
1067,هفجر,5,2,hfjr,0.5820000000000001
1068,فالج,9,4,fAlj,0.5820000000000001
1069,بهالشي,24,28,bhAl$y,-0.259
1070,روشي,12,8,rw$y,0.257
1071,تنكري,13,6,tnkry,0.5820000000000001
1072,مير,176,227,myr,-0.364
1073,بيس,75,90,bys,-0.29100000000000004
1074,قلبييهه,1,5,qlbyyhh,-1.21
1075,# زمان,11,30,#zmAn,-1.06
1076,متقفلش,4,5,mtqfl$,-0.293
1077,لندن,161,127,lndn,0.125
1078,فصلة,6,11,fSlp,-0.65
1079,تلفوني,32,95,tlfwny,-1.179
1080,استحل,4,12,{stHl,-1.067
1081,حبط,5,5,HbT,-0.111
1082,مؤشر,35,30,mW$r,0.038
1083,سموحة,22,6,smwHp,1.079
1084,بتلج,5,2,btlj,0.5820000000000001
1085,ميجيش,29,11,myjy$,0.805
1086,بوسطة,5,2,bwsTp,0.5820000000000001
1087,بكو,2,6,bkw,-0.958
1088,. . . ! ! !,18,14,...!!!,0.125
1089,فهمي,47,27,fhmy,0.428
1090,بالنيويير,0,5,bAlnywyyr,-1.903
1091,مابين,78,86,mAbyn,-0.20800000000000002
1092,هتشرب,6,0,ht$rb,1.835
1093,شغلانة,22,4,$glAnp,1.415
1094,ياحليلكم,6,3,yAHlylkm,0.449
1095,هيهرب,3,7,hyhrb,-0.804
1096,خضم,3,5,xDm,-0.517
1097,اشتقتلكم,7,55,A$tqtlkm,-2.057
1098,عتيق,22,8,Etyq,0.8270000000000001
1099,بيحسسني,8,9,byHssny,-0.21600000000000003
1100,بيسة,15,10,bysp,0.264
1101,اصلاااا,5,5,ASlAAAA,-0.111
1102,مخبل,2,5,mxbl,-0.804
1103,وجايين,15,7,wjAyyn,0.5820000000000001
1104,hhhh,5,4,hhhh,0.071
1105,دعواتش,2,7,dEwAt$,-1.092
1106,لجين,20,17,ljyn,0.043
1107,ايديكي,36,9,Aydyky,1.197
1108,مخ,502,441,mx,0.018000000000000002
1109,عصف,12,10,ESf,0.055999999999999994
1110,ججميل,3,20,jjmyl,-1.7690000000000001
1111,بياض,41,26,byAD,0.331
1112,لديت,6,2,ldyt,0.736
1113,والنهاردة,16,6,wAlnhArdp,0.7759999999999999
1114,وبيضحك,16,1,wbyDHk,2.029
1115,تغيرت ?,5,1,tgyrt?,0.988
1116,شاللي,5,7,$Ally,-0.39899999999999997
1117,اودي,183,244,Awdy,-0.397
1118,شدعوا,5,23,$dEwA,-1.4969999999999999
1119,اليهال,7,8,AlyhAl,-0.22899999999999998
1120,مابقدر,5,15,mAbqdr,-1.092
1121,ن,146,250,n,-0.6459999999999999
1122,المزاين,7,1,AlmzAyn,1.275
1123,مكتشف,26,10,mkt$f,0.787
1124,التار,5,3,AltAr,0.294
1125,6 شا,7,2,6$A,0.87
1126,عوبد,6,1,Ewbd,1.1420000000000001
1127,يامدحت,5,0,yAmdHt,1.681
1128,اتفضلي,103,5,AtfDly,2.742
1129,# لا _ ياوليد _ جنبلاط,10,0,#lA_yAwlyd_jnblAT,2.287
1130,اغنية,2220,1597,Agnyp,0.218
1131,# رحيل,4,10,#rHyl,-0.9
1132,طري,98,74,Try,0.16699999999999998
1133,يالطيب,36,10,yAlTyb,1.102
1134,البروش,0,8,Albrw$,-2.3080000000000003
1135,وقالتله,8,3,wqAltlh,0.7
1136,اسعدتيني,10,55,AsEdtyny,-1.7380000000000002
1137,قوجي,0,8,qwjy,-2.3080000000000003
1138,فااشخ,5,0,fAA$x,1.681
1139,فن,450,206,fn,0.6679999999999999
1140,تملل,1,7,tmll,-1.4969999999999999
1141,"يابني ,",6,0,"yAbny,",1.835
1142,افتخار,6,1,{ftxAr,1.1420000000000001
1143,# تحصلك,2,5,#tHSlk,-0.804
1144,# sam6time _ ps4,19,9,#sam6time_ps4,0.5820000000000001
1145,# نحو,0,5,#nHw,-1.903
1146,ال 2000,3,5,Al2000,-0.517
1147,قلبمشقوق,0,8,qlbm$qwq,-2.3080000000000003
1148,هيقولو,10,1,hyqwlw,1.594
1149,صوتهاا,0,9,SwthAA,-2.414
1150,they,17,2,they,1.681
1151,# christmas,6,4,#christmas,0.225
1152,بهالطريقه,10,16,bhAlTryqh,-0.546
1153,156100,0,5,156100,-1.903
1154,= d,266,1096,=d,-1.524
1155,زوالي,5,2,zwAly,0.5820000000000001
1156,اخواتكوا,1,5,AxwAtkwA,-1.21
1157,شكراااااا,6,1,$krAAAAAA,1.1420000000000001
1158,لالالالالالالالالالالالا,0,5,lAlAlAlAlAlAlAlAlAlAlAlA,-1.903
1159,باعمله,5,0,bAEmlh,1.681
1160,# صدقة,2,6,#Sdqp,-0.958
1161,# welcometweet,16,0,#welcometweet,2.722
1162,فياغرا,9,7,fyAgrA,0.11199999999999999
1163,nabi,5,0,nabi,1.681
1164,اعععع,2,14,AEEEE,-1.72
1165,ساتر,109,54,sAtr,0.5820000000000001
1166,بتقراه,5,1,btqrAh,0.988
1167,يقوطر,4,7,yqwTr,-0.581
1168,هول,48,71,hwl,-0.496
1169,افتاء,14,5,AftA',0.805
1170,اتكنسلت,1,5,Atknslt,-1.21
1171,هندم,9,9,hndm,-0.111
1172,المغردات,6,2,AlmgrdAt,0.736
1173,هتضربيني,5,0,htDrbyny,1.681
1174,مخفه,2,7,mxfh,-1.092
